"pmid"	"text"	"hit"
"31201089"	"Sister DNA Entrapment between Juxtaposed Smc Heads and Kleisin of the Cohesin Complex.Cohesin entraps sister DNAs within tripartite rings created by pairwise interactions between Smc1, Smc3, and Scc1. Because Smc1/3 ATPase heads can also interact with each other, cohesin rings have the potential to form a variety of sub-compartments. Using in vivo cysteine cross-linking, we show that when Smc1 and Smc3 ATPases are engaged in the presence of ATP (E heads), cohesin rings generate a ""SMC (S) compartment"" between hinge and E heads and a ""kleisin (K) compartment"" between E heads and their associated kleisin subunit. Upon ATP hydrolysis, cohesin's heads associate in a different mode, in which their signature motifs and their coiled coils are closely juxtaposed (J heads), creating alternative S and K compartments. We show that K compartments of either E or J type can entrap single DNAs, that acetylation of Smc3 during S phase is associated with J heads, and that sister DNAs are entrapped in J-K compartments."	0
"32375042"	"The Parkinson's Disease Protein LRRK2 Interacts with the GARP Complex to Promote Retrograde Transport to the trans-Golgi Network.Mutations in Leucine-rich repeat kinase 2 (LRRK2) cause Parkinson's disease (PD). However, the precise function of LRRK2 remains unclear. We report an interaction between LRRK2 and VPS52, a subunit of the Golgi-associated retrograde protein (GARP) complex that identifies a function of LRRK2 in regulating membrane fusion at the trans-Golgi network (TGN). At the TGN, LRRK2 further interacts with the Golgi SNAREs VAMP4 and Syntaxin-6 and acts as a scaffolding platform that stabilizes the GARP-SNAREs complex formation. Therefore, LRRK2 influences both retrograde and post-Golgi trafficking pathways in a manner dependent on its GTP binding and kinase activity. This action is exaggerated by mutations associated with Parkinson's disease and can be blocked by kinase inhibitors. Disruption of GARP sensitizes dopamine neurons to mutant LRRK2 toxicity in C. elegans, showing that these pathways are interlinked in vivo and suggesting a link in PD."	1
"31227231"	"HCF-1 Regulates De Novo Lipogenesis through a Nutrient-Sensitive Complex with ChREBP.Carbohydrate response element binding protein (ChREBP) is a key transcriptional regulator of de novo lipogenesis (DNL) in response to carbohydrates and in hepatic steatosis. Mechanisms underlying nutrient modulation of ChREBP are under active investigation. Here we identify host cell factor 1 (HCF-1) as a previously unknown ChREBP-interacting protein that is enriched in liver biopsies of nonalcoholic steatohepatitis (NASH) patients. Biochemical and genetic studies show that HCF-1 is O-GlcNAcylated in response to glucose as a prerequisite for its binding to ChREBP and subsequent recruitment of OGT, ChREBP O-GlcNAcylation, and activation. The HCF-1:ChREBP complex resides at lipogenic gene promoters, where HCF-1 regulates H3K4 trimethylation to prime recruitment of the Jumonji C domain-containing histone demethylase PHF2 for epigenetic activation of these promoters. Overall, these findings define HCF-1's interaction with ChREBP as a previously unappreciated mechanism whereby glucose signals are both relayed to ChREBP and transmitted for epigenetic regulation of lipogenic genes."	1
"32616651"	"The autophagy protein Ambra1 regulates gene expression by supporting novel transcriptional complexes.Ambra1 is considered an autophagy and trafficking protein with roles in neurogenesis and cancer cell invasion. Here, we report that Ambra1 also localizes to the nucleus of cancer cells, where it has a novel nuclear scaffolding function that controls gene expression. Using biochemical fractionation and proteomics, we found that Ambra1 binds to multiple classes of proteins in the nucleus, including nuclear pore proteins, adaptor proteins such as FAK and Akap8, chromatin-modifying proteins, and transcriptional regulators like Brg1 and Atf2. We identified biologically important genes, such as <i>Angpt1</i>, <i>Tgfb2</i>, <i>Tgfb3</i>, <i>Itga8</i>, and <i>Itgb7</i>, whose transcription is regulated by Ambra1-scaffolded complexes, likely by altering histone modifications and Atf2 activity. Therefore, in addition to its recognized roles in autophagy and trafficking, Ambra1 scaffolds protein complexes at chromatin, regulating transcriptional signaling in the nucleus. This novel function for Ambra1, and the specific genes impacted, may help to explain the wider role of Ambra1 in cancer cell biology."	1
"31495565"	"DNA Polymerase Delta Synthesizes Both Strands during Break-Induced Replication.Break-induced replication (BIR) is a pathway of homology-directed repair that repairs one-ended DNA breaks, such as those formed at broken replication forks or uncapped telomeres. In contrast to conventional S phase DNA synthesis, BIR proceeds by a migrating D-loop and results in conservative synthesis of the nascent strands. DNA polymerase delta (Pol δ) initiates BIR; however, it is not known whether synthesis of the invading strand switches to a different polymerase or how the complementary strand is synthesized. By using alleles of the replicative DNA polymerases that are permissive for ribonucleotide incorporation, thus generating a signature of their action in the genome that can be identified by hydrolytic end sequencing, we show that Pol δ replicates both the invading and the complementary strand during BIR. In support of this conclusion, we show that depletion of Pol δ from cells reduces BIR, whereas depletion of Pol ε has no effect."	0
"32049023"	"SENP3 Suppresses Osteoclastogenesis by De-conjugating SUMO2/3 from IRF8 in Bone Marrow-Derived Monocytes.Bone metabolism depends on the balance between osteoclast-driven bone resorption and osteoblast-mediated bone formation. Diseases like osteoporosis are characterized by increased bone destruction due to partially enhanced osteoclastogenesis. Here, we report that the post-translational SUMO modification is critical for regulating osteoclastogenesis. The expression of the SUMO-specific protease SENP3 is downregulated in osteoclast precursors during osteoclast differentiation. Mice with SENP3 deficiency in bone marrow-derived monocytes (BMDMs) exhibit more severe bone loss due to over-activation of osteoclasts after ovariectomy. Deleting SENP3 in BMDMs promotes osteoclast differentiation. Mechanistically, loss of SENP3 increases interferon regulatory factor 8 (IRF8) SUMO3 modification at the K310 amino acid site, which upregulates expression of the nuclear factor of activated T cell c1 (NFATc1) and osteoclastogenesis. In summary, IRF8 de-SUMO modification mediated by SENP3 suppresses osteoclast differentiation and suggests strategies to treat bone loss diseases."	1
"32049007"	"Phenformin Inhibits Hedgehog-Dependent Tumor Growth through a Complex I-Independent Redox/Corepressor Module.The antidiabetic drug phenformin displays potent anticancer activity in different tumors, but its mechanism of action remains elusive. Using Shh medulloblastoma as model, we show here that at clinically relevant concentrations, phenformin elicits a significant therapeutic effect through a redox-dependent but complex I-independent mechanism. Phenformin inhibits mitochondrial glycerophosphate dehydrogenase (mGPD), a component of the glycerophosphate shuttle, and causes elevations of intracellular NADH content. Inhibition of mGPD mimics phenformin action and promotes an association between corepressor CtBP2 and Gli1, thereby inhibiting Hh transcriptional output and tumor growth. Because ablation of CtBP2 abrogates the therapeutic effect of phenformin in mice, these data illustrate a biguanide-mediated redox/corepressor interplay, which may represent a relevant target for tumor therapy."	1
"32589965"	"eIF3 Associates with 80S Ribosomes to Promote Translation Elongation, Mitochondrial Homeostasis, and Muscle Health.eIF3, a multi-subunit complex with numerous functions in canonical translation initiation, is known to interact with 40S and 60S ribosomal proteins and translation elongation factors, but a direct involvement in translation elongation has never been demonstrated. We found that eIF3 deficiency reduced early ribosomal elongation speed between codons 25 and 75 on a set of ∼2,700 mRNAs encoding proteins associated with mitochondrial and membrane functions, resulting in defective synthesis of their encoded proteins. To promote elongation, eIF3 interacts with 80S ribosomes translating the first ∼60 codons and serves to recruit protein quality-control factors, functions required for normal mitochondrial physiology. Accordingly, eIF3e<sup>+/-</sup> mice accumulate defective mitochondria in skeletal muscle and show a progressive decline in muscle strength. Hence, eIF3 interacts with 80S ribosomes to enhance, at the level of early elongation, the synthesis of proteins with membrane-associated functions, an activity that is critical for mitochondrial physiology and muscle health."	0
"32554467"	"The RAS-interacting chaperone UNC119 drives the RASSF6-MDM2-p53 axis and antagonizes RAS-mediated malignant transformation.The gene encoding the proto-oncogene GTPase RAS is frequently mutated in human cancers. Mutated RAS proteins trigger antiapoptotic and cell-proliferative signals and lead to oncogenesis. However, RAS also induces apoptosis and senescence, which may contribute to the eradication of cells with RAS mutations. We previously reported that Ras association domain family member 6 (RASSF6) binds MDM2 and stabilizes the tumor suppressor p53 and that the active form of KRAS promotes the interaction between RASSF6 and MDM2. We also reported that Unc-119 lipid-binding chaperone (UNC119A), a chaperone of myristoylated proteins, interacts with RASSF6 and regulates RASSF6-mediated apoptosis. In this study, using several human cancer cell lines, quantitative RT-PCR, RNAi-based gene silencing, and immunoprecipitation/-fluorescence and cell biology assays, we report that UNC119A interacts with the active form of KRAS and that the C-terminal modification of KRAS is required for this interaction. We also noted that the hydrophobic pocket of UNC119A, which binds the myristoylated peptides, is not involved in the interaction. We observed that UNC119A promotes the binding of KRAS to RASSF6, enhances the interaction between RASSF6 and MDM2, and induces apoptosis. Conversely, <i>UNC119A</i> silencing promoted soft-agar colony formation, migration, and invasiveness in KRAS-mutated cancer cells. We conclude that UNC119A promotes KRAS-mediated p53-dependent apoptosis via RASSF6 and may play a tumor-suppressive role in cells with KRAS mutations."	1
"32719551"	"Biophysical properties of AKAP95 protein condensates regulate splicing and tumorigenesis.It remains unknown if biophysical or material properties of biomolecular condensates regulate cancer. Here we show that AKAP95, a nuclear protein that regulates transcription and RNA splicing, plays an important role in tumorigenesis by supporting cancer cell growth and suppressing oncogene-induced senescence. AKAP95 forms phase-separated and liquid-like condensates in vitro and in nucleus. Mutations of key residues to different amino acids perturb AKAP95 condensation in opposite directions. Importantly, the activity of AKAP95 in splice regulation is abolished by disruption of condensation, significantly impaired by hardening of condensates, and regained by substituting its condensation-mediating region with other condensation-mediating regions from irrelevant proteins. Moreover, the abilities of AKAP95 in regulating gene expression and supporting tumorigenesis require AKAP95 to form condensates with proper liquidity and dynamicity. These results link phase separation to tumorigenesis and uncover an important role of appropriate biophysical properties of protein condensates in gene regulation and cancer."	0
"30849388"	"Large-Scale, Quantitative Protein Assays on a High-Throughput DNA Sequencing Chip.High-throughput DNA sequencing techniques have enabled diverse approaches for linking DNA sequence to biochemical function. In contrast, assays of protein function have substantial limitations in terms of throughput, automation, and widespread availability. We have adapted an Illumina high-throughput sequencing chip to display an immense diversity of ribosomally translated proteins and peptides and then carried out fluorescence-based functional assays directly on this flow cell, demonstrating that a single, widely available high-throughput platform can perform both sequencing-by-synthesis and protein assays. We quantified the binding of the M2 anti-FLAG antibody to a library of 1.3 × 10<sup>4</sup> variant FLAG peptides, exploring non-additive effects of combinations of mutations and discovering a ""superFLAG"" epitope variant. We also measured the enzymatic activity of 1.56 × 10<sup>5</sup> molecular variants of full-length human O<sup>6</sup>-alkylguanine-DNA alkyltransferase (SNAP-tag). This comprehensive corpus of catalytic rates revealed amino acid interaction networks and cooperativity, linked positive cooperativity to structural proximity, and revealed ubiquitous positively cooperative interactions with histidine residues."	0
"31708416"	"Interconversion between Anticipatory and Active GID E3 Ubiquitin Ligase Conformations via Metabolically Driven Substrate Receptor Assembly.Cells respond to environmental changes by toggling metabolic pathways, preparing for homeostasis, and anticipating future stresses. For example, in Saccharomyces cerevisiae, carbon stress-induced gluconeogenesis is terminated upon glucose availability, a process that involves the multiprotein E3 ligase GID<sup>SR4</sup> recruiting N termini and catalyzing ubiquitylation of gluconeogenic enzymes. Here, genetics, biochemistry, and cryoelectron microscopy define molecular underpinnings of glucose-induced degradation. Unexpectedly, carbon stress induces an inactive anticipatory complex (GID<sup>Ant</sup>), which awaits a glucose-induced substrate receptor to form the active GID<sup>SR4</sup>. Meanwhile, other environmental perturbations elicit production of an alternative substrate receptor assembling into a related E3 ligase complex. The intricate structure of GID<sup>Ant</sup> enables anticipating and ultimately binding various N-degron-targeting (i.e., ""N-end rule"") substrate receptors, while the GID<sup>SR4</sup> E3 forms a clamp-like structure juxtaposing substrate lysines with the ubiquitylation active site. The data reveal evolutionarily conserved GID complexes as a family of multisubunit E3 ubiquitin ligases responsive to extracellular stimuli."	0
"32719007"	"Characterization of the endoplasmic reticulum-resident peroxidases GPx7 and GPx8 shows the higher oxidative activity of GPx7 and its linkage to oxidative protein folding.Oxidative protein folding occurs primarily in the mammalian endoplasmic reticulum, enabled by a diverse network comprising more than 20 members of the protein disulfide isomerase (PDI) family and more than five PDI oxidases. Although the canonical disulfide bond formation pathway involving Ero1α and PDI has been well-studied so far, the physiological roles of the newly identified PDI oxidases, glutathione peroxidase-7 (GPx7) and -8 (GPx8), are only poorly understood. We here demonstrated that human GPx7 has much higher reactivity with H<sub>2</sub>O<sub>2</sub> and hence greater PDI oxidation activity than human GPx8. The high reactivity of GPx7 is due to the presence of a catalytic tetrad at the redox-active site, which stabilizes the sulfenylated species generated upon the reaction with H<sub>2</sub>O<sub>2</sub> Although it was previously postulated that GPx7 catalysis involved a highly reactive peroxidatic cysteine that can be sulfenylated by H<sub>2</sub>O<sub>2</sub>, we revealed that a resolving cysteine instead regulates the PDI oxidation activity of GPx7. We also determined that GPx7 formed complexes preferentially with PDI and P5 in H<sub>2</sub>O<sub>2</sub>-treated cells. Altogether, these results suggest that human GPx7 functions as an H<sub>2</sub>O<sub>2</sub>-dependent PDI oxidase in cells, whereas PDI oxidation may not be the central physiological role of human GPx8."	0
"31173721"	"A Nutrition-Longevity Tradeoff Enforced by Innate Immunity.Dietary restriction (DR) extends lifespan in multiple animal species, but the underlying molecular mechanisms remain poorly understood. A recent study published in Cell Metabolism by Wu et al. (2019) shows that DR represses an evolutionarily conserved p38 MAPK pathway involved in innate immunity, leading to diminished expression of p38 MAPK-regulated genes and extended lifespan."	0
"32492416"	"CTTNBP2 Controls Synaptic Expression of Zinc-Related Autism-Associated Proteins and Regulates Synapse Formation and Autism-like Behaviors.Synaptic dysregulation is a critical feature of autism spectrum disorders (ASDs). Among various autism-associated genes, cortactin binding protein 2 (CTTNBP2) is a cytoskeleton regulator predominantly expressed in neurons and highly enriched at dendritic spines. Here, using Cttnbp2 knockout and ASD-linked mutant mice, we demonstrate that Cttnbp2 deficiency reduces zinc levels in the brain, alters synaptic protein targeting, impairs dendritic spine formation and ultrastructure of postsynaptic density, and influences neuronal activation and autism-like behaviors. A link to autism, the NMDAR-SHANK pathway, and zinc-related regulation are three features shared by CTTNBP2-regulated synaptic proteins. Zinc supplementation rescues the synaptic expression of CTTNBP2-regulated proteins. Moreover, zinc supplementation and administration of D-cycloserine, an NMDAR coagonist, improve the social behaviors of Cttnbp2-deficient mice. We suggest that CTTNBP2 controls the synaptic expression of a set of zinc-regulated autism-associated genes and influences NMDAR function and signaling, providing an example of how genetic and environmental factor crosstalk controls social behaviors."	0
"32579937"	"Site-Specific Incorporation of Two ncAAs for Two-Color Bioorthogonal Labeling and Crosslinking of Proteins on Live Mammalian Cells.The pyrrolysyl-tRNA/pyrrolysyl-tRNA synthetase (PylT/RS) pair from the archaeon Methanosarcina mazei (Mma) is widely used in protein engineering to site-specifically introduce noncanonical amino acids (ncAAs) through nonsense codon suppression. Here, we engineer the PylT/RS pair encoded by Methanogenic archaeon ISO4-G1 (G1) to be orthogonal to Mma PylT/RS and alter the G1 PylRS active site to accept a complementary ncAA spectrum. We combine the resulting mutual orthogonal pairs for site-specific dual ncAA incorporation of two lysine analogs with high selectivity and efficiency. Demonstrating the robustness of the system, we incorporate two ncAAs with compatible bioorthogonal reactivity into a Notch receptor, as well as a G protein-coupled receptor. We show that selective and site-specific incorporation of two ncAAs allows for two-color bioorthogonal labeling as well as chemical-controlled crosslinking of surface proteins on live mammalian cells."	0
"32367047"	"Myeloid PTEN promotes chemotherapy-induced NLRP3-inflammasome activation and antitumour immunity.PTEN is a dual-specificity phosphatase that is frequently mutated in human cancer, and its deficiency in cancer has been associated with therapy resistance and poor survival. Although the intrinsic tumour-suppressor function of PTEN has been well established, evidence of its role in the tumour immune microenvironment is lacking. Here, we show that chemotherapy-induced antitumour immune responses and tumour suppression rely on myeloid-cell PTEN, which is essential for chemotherapy-induced activation of the NLRP3 inflammasome and antitumour immunity. PTEN directly interacts with and dephosphorylates NLRP3 to enable NLRP3-ASC interaction, inflammasome assembly and activation. Importantly, supplementation of IL-1β restores chemotherapy sensitivity in mouse myeloid cells with a PTEN deficiency. Clinically, chemotherapy-induced IL-1β production and antitumour immunity in patients with cancer is correlated with PTEN expression in myeloid cells, but not tumour cells. Our results demonstrate that myeloid PTEN can determine chemotherapy responsiveness by promoting NLRP3-dependent antitumour immunity and suggest that myeloid PTEN might be a potential biomarker to predict chemotherapy responses."	1
"32610117"	"The Leucine-Rich Repeat Region of CARMIL1 Regulates IL-1-Mediated ERK Activation, MMP Expression, and Collagen Degradation.CARMILs are large, multidomain, membrane-associated proteins that regulate actin assembly and Rho-family GTPases, but their role in inflammatory signaling is not defined. Tandem mass tag mass spectrometry indicated that, in fibroblasts, CARMIL1 associates with interleukin (IL)-1 signaling molecules. Immunoprecipitation of cells transfected with CARMIL1 mutants showed that the leucine-rich repeat (LRR) region of CARMIL1 associates with IL-1 receptor type 1 (IL-1R1) and IL-1 receptor-associated kinase (IRAK). Knockout of CARMIL1 by CRISPR-Cas9 reduced IL-1-induced ERK activation by 72% and MMP3 expression by 40%. Compared with CARMIL1 wild-type (WT), cells expressing mutant CARMIL1 lacking its LRR domain exhibited 45% lower ERK activation and 40% lower MMP3 expression. In fibroblasts transduced with a cell-permeable, TAT CARMIL1 peptide that competed with IL-1R1 and IRAK binding to the LRR of CARMIL1, collagen degradation was reduced by 43%. As the LRR of CARMIL1 evidently regulates IL-1 signaling, CARMIL1 could become a target for anti-inflammatory drug development."	1
"32460025"	"The Drosophila Ortholog of Mammalian Transcription Factor Sox9 Regulates Intestinal Homeostasis and Regeneration at an Appropriate Level.Balanced stem cell self-renewal and differentiation is essential for maintaining tissue homeostasis, but the underlying mechanisms are poorly understood. Here, we identified the transcription factor SRY-related HMG-box (Sox) 100B, which is orthologous to mammalian Sox8/9/10, as a common target and central mediator of the EGFR/Ras and JAK/STAT signaling pathways that coordinates intestinal stem cell (ISC) proliferation and differentiation during both normal epithelial homeostasis and stress-induced intestinal repair in Drosophila. The two stress-responsive pathways directly regulate Sox100B transcription via two separate enhancers. Interestingly, an appropriate level of Sox100B is critical for its function, as its depletion inhibits ISC proliferation via cell cycle arrest, while its overexpression also inhibits ISC proliferation by directly suppressing EGFR expression and additionally promotes ISC differentiation by activating a differentiation-promoting regulatory circuitry composed of Sox100B, Sox21a, and Pdm1. Thus, our study reveals a Sox family transcription factor that functions as a stress-responsive signaling nexus that ultimately controls tissue homeostasis and regeneration."	1
"31914402"	"TRIM32/USP11 Balances ARID1A Stability and the Oncogenic/Tumor-Suppressive Status of Squamous Cell Carcinoma.Squamous cell carcinoma (SCC) is an aggressive epithelial malignancy, yet the molecular mechanisms underlying SCC development are elusive. ARID1A is frequently mutated in various cancer types, but both mutation rates and expression levels of ARID1A are ubiquitously low in SCCs. Here, we reveal that excessive protein degradation mediated by the ubiquitin-proteasome system (UPS) contributes to the loss of ARID1A expression in SCC. We identify that the E3 ligase TRIM32 and the deubiquitinase USP11 play key roles in controlling ARID1A stability. TRIM32 depletion inhibits SCC cell proliferation, metastasis, and chemoresistance by stabilizing ARID1A, while USP11 depletion promotes SCC development by promoting ARID1A degradation. We show that syndecan-2 (SDC2) is the downstream target of both ARID1A and USP11 and that SDC2 depletion abolishes the oncogenic function of ARID1A loss. In summary, our data reveal UPS-mediated protein degradation as a mechanism underlying ARID1A loss and propose an important role for the TRIM32/USP11-ARID1A-SDC2 axis in SCC."	1
