"pmid"	"text"	"hit"
"32217665"	"The rRNA m<sup>6</sup>A methyltransferase METTL5 is involved in pluripotency and developmental programs.Covalent chemical modifications of cellular RNAs directly impact all biological processes. However, our mechanistic understanding of the enzymes catalyzing these modifications, their substrates and biological functions, remains vague. Amongst RNA modifications N<sup>6</sup>-methyladenosine (m<sup>6</sup>A) is widespread and found in messenger (mRNA), ribosomal (rRNA), and noncoding RNAs. Here, we undertook a systematic screen to uncover new RNA methyltransferases. We demonstrate that the methyltransferase-like 5 (METTL5) protein catalyzes m<sup>6</sup>A in <i>18S</i> rRNA at position A<sub>1832</sub> We report that absence of <i>Mettl5</i> in mouse embryonic stem cells (mESCs) results in a decrease in global translation rate, spontaneous loss of pluripotency, and compromised differentiation potential. METTL5-deficient mice are born at non-Mendelian rates and develop morphological and behavioral abnormalities. Importantly, mice lacking METTL5 recapitulate symptoms of patients with DNA variants in <i>METTL5</i>, thereby providing a new mouse disease model. Overall, our biochemical, molecular, and in vivo characterization highlights the importance of m<sup>6</sup>A in rRNA in stemness, differentiation, development, and diseases."	0
"32023455"	"Loss of Human TGS1 Hypermethylase Promotes Increased Telomerase RNA and Telomere Elongation.Biogenesis of the human telomerase RNA (hTR) involves a complex series of posttranscriptional modifications, including hypermethylation of the 5' mono-methylguanosine cap to a tri-methylguanosine cap (TMG). How the TMG cap affects hTR maturation is unknown. Here, we show that depletion of trimethylguanosine synthase 1 (TGS1), the enzyme responsible for cap hypermethylation, increases levels of hTR and telomerase. Diminished trimethylation increases hTR association with the cap-binding complex (CBC) and with Sm chaperone proteins. Loss of TGS1 causes an increase in accumulation of mature hTR in both the nucleus and the cytoplasm compared with controls. In TGS1 mutant cells, increased hTR assembles with telomerase reverse transcriptase (TERT) protein to yield elevated active telomerase complexes and increased telomerase activity, resulting in telomere elongation in cultured human cells. Our results show that TGS1-mediated hypermethylation of the hTR cap inhibits hTR accumulation, restrains levels of assembled telomerase, and limits telomere elongation."	0
"32753672"	"Mammalian Atg8 proteins and the autophagy factor IRGM control mTOR and TFEB at a regulatory node critical for responses to pathogens.Autophagy is a homeostatic process with multiple functions in mammalian cells. Here, we show that mammalian Atg8 proteins (mAtg8s) and the autophagy regulator IRGM control TFEB, a transcriptional activator of the lysosomal system. IRGM directly interacted with TFEB and promoted the nuclear translocation of TFEB. An mAtg8 partner of IRGM, GABARAP, interacted with TFEB. Deletion of all mAtg8s or GABARAPs affected the global transcriptional response to starvation and downregulated subsets of TFEB targets. IRGM and GABARAPs countered the action of mTOR as a negative regulator of TFEB. This was suppressed by constitutively active RagB, an activator of mTOR. Infection of macrophages with the membrane-permeabilizing microbe Mycobacterium tuberculosis or infection of target cells by HIV elicited TFEB activation in an IRGM-dependent manner. Thus, IRGM and its interactors mAtg8s close a loop between the autophagosomal pathway and the control of lysosomal biogenesis by TFEB, thus ensuring coordinated activation of the two systems that eventually merge during autophagy."	1
"32546483"	"Disrupting phosphatase SHP2 in macrophages protects mice from high-fat diet-induced hepatic steatosis and insulin resistance by elevating IL-18 levels.Chronic low-grade inflammation plays an important role in the pathogenesis of type 2 diabetes. Src homology 2 domain-containing tyrosine phosphatase-2 (SHP2) has been reported to play diverse roles in different tissues during the development of metabolic disorders. We previously reported that SHP2 inhibition in macrophages results in increased cytokine production. Here, we investigated the association between SHP2 inhibition in macrophages and the development of metabolic diseases. Unexpectedly, we found that mice with a conditional SHP2 knockout in macrophages (cSHP2-KO) have ameliorated metabolic disorders. cSHP2-KO mice fed a high-fat diet (HFD) gained less body weight and exhibited decreased hepatic steatosis, as well as improved glucose intolerance and insulin sensitivity, compared with HFD-fed WT littermates. Further experiments revealed that SHP2 deficiency leads to hyperactivation of caspase-1 and subsequent elevation of interleukin 18 (IL-18) levels, both <i>in vivo</i> and <i>in vitro</i> Of note, IL-18 neutralization and caspase-1 knockout reversed the amelioration of hepatic steatosis and insulin resistance observed in the cSHP2-KO mice. Administration of two specific SHP2 inhibitors, SHP099 and Phps1, improved HFD-induced hepatic steatosis and insulin resistance. Our findings provide detailed insights into the role of macrophagic SHP2 in metabolic disorders. We conclude that pharmacological inhibition of SHP2 may represent a therapeutic strategy for the management of type 2 diabetes."	0
"31919193"	"A single-cell atlas of the developing <i>Drosophila</i> ovary identifies follicle stem cell progenitors.Addressing the complexity of organogenesis at a system-wide level requires a complete understanding of adult cell types, their origin, and precursor relationships. The <i>Drosophila</i> ovary has been a model to study how coordinated stem cell units, germline, and somatic follicle stem cells maintain and renew an organ. However, lack of cell type-specific tools have limited our ability to study the origin of individual cell types and stem cell units. Here, we used a single-cell RNA sequencing approach to uncover all known cell types of the developing ovary, reveal transcriptional signatures, and identify cell type-specific markers for lineage tracing. Our study identifies a novel cell type corresponding to the elusive follicle stem cell precursors and predicts subtypes of known cell types. Altogether, we reveal a previously unanticipated complexity of the developing ovary and provide a comprehensive resource for the systematic analysis of ovary morphogenesis."	0
"32294448"	"Thermodynamic and Evolutionary Coupling between the Native and Amyloid State of Globular Proteins.The amyloid-like aggregation propensity present in most globular proteins is generally considered to be a secondary side effect resulting from the requirements of protein stability. Here, we demonstrate, however, that mutations in the globular and amyloid state are thermodynamically correlated rather than simply associated. In addition, we show that the standard genetic code couples this structural correlation into a tight evolutionary relationship. We illustrate the extent of this evolutionary entanglement of amyloid propensity and globular protein stability. Suppressing a 600-Ma-conserved amyloidogenic segment in the p53 core domain fold is structurally feasible but requires 7-bp substitutions to concomitantly introduce two aggregation-suppressing and three stabilizing amino acid mutations. We speculate that, rather than being a corollary of protein evolution, it is equally plausible that positive selection for amyloid structure could have been a driver for the emergence of globular protein structure."	0
"31229405"	"Rearrangements within the U6 snRNA Core during the Transition between the Two Catalytic Steps of Splicing.The RNA catalytic core of spliceosomes as visualized by cryoelectron microscopy (cryo-EM) remains unchanged at different stages of splicing. However, we demonstrate that mutations within the core of yeast U6 snRNA modulate conformational changes between the two catalytic steps. We propose that the intramolecular stem-loop (ISL) of U6 exists in two competing states, changing between a default, non-catalytic conformation and a transient, catalytic conformation. Whereas stable interactions in the catalytic triplex promote catalysis and their disruptions favor exit from the catalytic conformation, destabilization of the lower ISL stem promotes catalysis and its stabilization supports exit from the catalytic conformation. Thus, in addition to the catalytic triplex, U6-ISL acts as an important dynamic component of the catalytic center. The relative flexibility of the lower U6-ISL stem is conserved across eukaryotes. Similar features are found in U6atac and domain V of group II introns, arguing for the generality of the proposed mechanism."	0
"32187559"	"Identification of ALPPL2 as a Naive Pluripotent State-Specific Surface Protein Essential for Human Naive Pluripotency Regulation.Human naive pluripotent stem cells established from the epiblasts of preimplantation blastocysts provide a useful model for mechanistic studies of pluripotency regulation and lineage differentiation. Important advances have been made to optimize culture conditions and define molecular criteria for naive pluripotency. However, the identity of naive-specific surface markers and the underlying molecular mechanism of naive pluripotency regulation remain poorly understood. Here, we identify alkaline phosphatase placental-like 2 (ALPPL2) as a prominent naive-specific surface marker by systematic proteomic and transcriptomic analyses. Furthermore, we demonstrate that ALPPL2 is essential for both the establishment and maintenance of naive pluripotency. Moreover, we show that ALPPL2 can interact with the RNA-binding protein IGF2BP1 to stabilize the mRNA levels of the naive pluripotency transcription factors TFCP2L1 and STAT3 to regulate naive pluripotency. Overall, our study identifies a functional surface marker for human naive pluripotency, providing a powerful tool for human-naive-pluripotency-related mechanistic studies."	1
"32726629"	"Dysregulation of the Synaptic Cytoskeleton in the PFC Drives Neural Circuit Pathology, Leading to Social Dysfunction.Psychiatric disorders are highly heritable pathologies of altered neural circuit functioning. How genetic mutations lead to specific neural circuit abnormalities underlying behavioral disruptions, however, remains unclear. Using circuit-selective transgenic tools and a mouse model of maladaptive social behavior (ArpC3 mutant), we identify a neural circuit mechanism driving dysfunctional social behavior. We demonstrate that circuit-selective knockout (ctKO) of the ArpC3 gene within prefrontal cortical neurons that project to the basolateral amygdala elevates the excitability of the circuit neurons, leading to disruption of socially evoked neural activity and resulting in abnormal social behavior. Optogenetic activation of this circuit in wild-type mice recapitulates the social dysfunction observed in ArpC3 mutant mice. Finally, the maladaptive sociability of ctKO mice is rescued by optogenetically silencing neurons within this circuit. These results highlight a mechanism of how a gene-to-neural circuit interaction drives altered social behavior, a common phenotype of several psychiatric disorders."	0
"31914400"	"DEAD-Box Helicase 18 Counteracts PRC2 to Safeguard Ribosomal DNA in Pluripotency Regulation.Embryonic stem cells (ESCs) exhibit high levels of ribosomal RNA (rRNA) transcription and ribosome biogenesis. Here, we reveal an unexpected role for an essential DEAD-box helicase, DDX18, in antagonizing the polycomb repressive complex 2 (PRC2) to prevent deposition of the repressive H3K27me3 mark onto rDNA in pluripotent cells. DDX18 binds and sequesters PRC2 in the outer layer of the nucleolus and counteracts PRC2 complex formation in vivo and in vitro. DDX18 knockdown leads to increased occupancy of PRC2 and H3K27me3 at rDNA loci, accompanied by drastically decreased rRNA transcription and reduced ribosomal protein expression and translation. Auxin-induced rapid degradation of DDX18 enhances PRC2 binding at rDNA. The inhibition of PRC2 partially rescues the effects of DDX18 depletion on rRNA transcription and ESC self-renewal. These results demonstrate a critical role for DDX18 in safeguarding the chromatin and transcriptional integrity of rDNA by counteracting the epigenetic silencing machinery to promote pluripotency."	1
"31999954"	"Autism-Misregulated eIF4G Microexons Control Synaptic Translation and Higher Order Cognitive Functions.Microexons represent the most highly conserved class of alternative splicing, yet their functions are poorly understood. Here, we focus on closely related neuronal microexons overlapping prion-like domains in the translation initiation factors, eIF4G1 and eIF4G3, the splicing of which is activity dependent and frequently disrupted in autism. CRISPR-Cas9 deletion of these microexons selectively upregulates synaptic proteins that control neuronal activity and plasticity and further triggers a gene expression program mirroring that of activated neurons. Mice lacking the Eif4g1 microexon display social behavior, learning, and memory deficits, accompanied by altered hippocampal synaptic plasticity. We provide evidence that the eIF4G microexons function as a translational brake by causing ribosome stalling, through their propensity to promote the coalescence of cytoplasmic granule components associated with translation repression, including the fragile X mental retardation protein FMRP. The results thus reveal an autism-disrupted mechanism by which alternative splicing specializes neuronal translation to control higher order cognitive functioning."	0
"32571881"	"MtcB, a member of the MttB superfamily from the human gut acetogen <i>Eubacterium limosum</i>, is a cobalamin-dependent carnitine demethylase.The trimethylamine methyltransferase MttB is the first described member of a superfamily comprising thousands of microbial proteins. Most members of the MttB superfamily are encoded by genes that lack the codon for pyrrolysine characteristic of trimethylamine methyltransferases, raising questions about the activities of these proteins. The superfamily member MtcB is found in the human intestinal isolate <i>Eubacterium limosum</i> ATCC 8486, an acetogen that can grow by demethylation of l-carnitine. Here, we demonstrate that MtcB catalyzes l-carnitine demethylation. When growing on l-carnitine, <i>E. limosum</i> excreted the unusual biological product norcarnitine as well as acetate, butyrate, and caproate. Cellular extracts of <i>E. limosum</i> grown on l-carnitine, but not lactate, methylated cob-(I)alamin or tetrahydrofolate using l-carnitine as methyl donor. MtcB, along with the corrinoid protein MtqC and the methylcorrinoid:tetrahydrofolate methyltransferase MtqA, were much more abundant in <i>E. limosum</i> cells grown on l-carnitine than on lactate. Recombinant MtcB methylates either cob(I)alamin or Co(I)-MtqC in the presence of l-carnitine and, to a much lesser extent, γ-butyrobetaine. Other quaternary amines were not substrates. Recombinant MtcB, MtqC, and MtqA methylated tetrahydrofolate via l-carnitine, forming a key intermediate in the acetogenic Wood-Ljungdahl pathway. To our knowledge, MtcB methylation of cobalamin or Co(I)-MtqC represents the first described mechanism of biological l-carnitine demethylation. The conversion of l-carnitine and its derivative γ-butyrobetaine to trimethylamine by the gut microbiome has been linked to cardiovascular disease. The activities of MtcB and related proteins in <i>E. limosum</i> might demethylate proatherogenic quaternary amines and contribute to the perceived health benefits of this human gut symbiont."	0
"32320668"	"Wdr47 Controls Neuronal Polarization through the Camsap Family Microtubule Minus-End-Binding Proteins.Neurons require proper polarization for precise positioning and axon-dendrite formation. Their intrinsic regulators and underlying mechanisms are poorly understood. Here, we show that Wdr47 is a key polarization regulator. Wdr47-deficient newborn mice die of suffocation due to central nervous system defects including axonal tracts agenesis and slowed radial migration. Wdr47 deficiency represses the multipolar-bipolar transition of cortical neurons, reduces neurite tip-directed microtubule dynamics, and causes multi-axon formation. Overexpression of Wdr47 in wild-type neurons inhibits axon specification and neutralizes Taxol-induced neurite overgrowth and axon overproduction. Wdr47 interacts with the Camsap family of microtubule minus-end-binding proteins; associates with microtubules through Camsap3, whose gene disruption also causes multi-axons; and promotes Camsap3 accumulation in neurites of unpolarized neurons. Furthermore, Camsap overexpression rescues the polarization defects of Wdr47-deficient neurons. Our results indicate that Wdr47 facilitates proper neurite remodeling through Camsaps to fine-tune regional microtubule dynamics and organization during early stages of neuronal polarization."	0
"30824372"	"P-TEFb Activation by RBM7 Shapes a Pro-survival Transcriptional Response to Genotoxic Stress.DNA damage response (DDR) involves dramatic transcriptional alterations, the mechanisms of which remain ill defined. Here, we show that following genotoxic stress, the RNA-binding motif protein 7 (RBM7) stimulates RNA polymerase II (Pol II) transcription and promotes cell viability by activating the positive transcription elongation factor b (P-TEFb) via its release from the inhibitory 7SK small nuclear ribonucleoprotein (7SK snRNP). This is mediated by activation of p38<sup>MAPK</sup>, which triggers enhanced binding of RBM7 with core subunits of 7SK snRNP. In turn, P-TEFb relocates to chromatin to induce transcription of short units, including key DDR genes and multiple classes of non-coding RNAs. Critically, interfering with the axis of RBM7 and P-TEFb provokes cellular hypersensitivity to DNA-damage-inducing agents due to activation of apoptosis. Our work uncovers the importance of stress-dependent stimulation of Pol II pause release, which enables a pro-survival transcriptional response that is crucial for cell fate upon genotoxic insult."	1
"30595439"	"Helicase Subunit Cdc45 Targets the Checkpoint Kinase Rad53 to Both Replication Initiation and Elongation Complexes after Fork Stalling.Across eukaryotes, disruption of DNA replication causes an S phase checkpoint response, which regulates multiple processes, including inhibition of replication initiation and fork stabilization. How these events are coordinated remains poorly understood. Here, we show that the replicative helicase component Cdc45 targets the checkpoint kinase Rad53 to distinct replication complexes in the budding yeast Saccharomyces cerevisiae. Rad53 binds to forkhead-associated (FHA) interaction motifs in an unstructured loop region of Cdc45, which is phosphorylated by Rad53 itself, and this interaction is necessary for the inhibition of origin firing through Sld3. Cdc45 also recruits Rad53 to stalled replication forks, which we demonstrate is important for the response to replication stress. Finally, we show that a Cdc45 mutation found in patients with Meier-Gorlin syndrome disrupts the functional interaction with Rad53 in yeast. Together, we present a single mechanism by which a checkpoint kinase targets replication initiation and elongation complexes, which may be relevant to human disease."	1
"30595437"	"The Translation Inhibitor Rocaglamide Targets a Bimolecular Cavity between eIF4A and Polypurine RNA.A class of translation inhibitors, exemplified by the natural product rocaglamide A (RocA), isolated from Aglaia genus plants, exhibits antitumor activity by clamping eukaryotic translation initiation factor 4A (eIF4A) onto polypurine sequences in mRNAs. This unusual inhibitory mechanism raises the question of how the drug imposes sequence selectivity onto a general translation factor. Here, we determined the crystal structure of the human eIF4A1⋅ATP analog⋅RocA⋅polypurine RNA complex. RocA targets the ""bi-molecular cavity"" formed characteristically by eIF4A1 and a sharply bent pair of consecutive purines in the RNA. Natural amino acid substitutions found in Aglaia eIF4As changed the cavity shape, leading to RocA resistance. This study provides an example of an RNA-sequence-selective interfacial inhibitor fitting into the space shaped cooperatively by protein and RNA with specific sequences."	0
"31080011"	"HCV IRES Captures an Actively Translating 80S Ribosome.Translation initiation of hepatitis C virus (HCV) genomic RNA is induced by an internal ribosome entry site (IRES). Our cryoelectron microscopy (cryo-EM) analysis revealed that the HCV IRES binds to the solvent side of the 40S platform of the cap-dependently translating 80S ribosome. Furthermore, we obtained the cryo-EM structures of the HCV IRES capturing the 40S subunit of the IRES-dependently translating 80S ribosome. In the elucidated structures, the HCV IRES ""body,"" consisting of domain III except for subdomain IIIb, binds to the 40S subunit, while the ""long arm,"" consisting of domain II, remains flexible and does not impede the ongoing translation. Biochemical experiments revealed that the cap-dependently translating ribosome becomes a better substrate for the HCV IRES than the free ribosome. Therefore, the HCV IRES is likely to efficiently induce the translation initiation of its downstream mRNA with the captured translating ribosome as soon as the ongoing translation terminates."	0
"32877681"	"Characterization of Resident Corneal Plasmacytoid Dendritic Cells and Their Pivotal Role in Herpes Simplex Keratitis.The presence and potential functions of resident plasmacytoid dendritic cells (pDCs) in peripheral tissues is unclear. We report that pDCs constitutively populate naïve corneas and are increased during sterile injuries or acute herpes simplex virus 1 (HSV-1) keratitis. Their local depletion leads to severe clinical disease, nerve loss, viral dissemination to the trigeminal ganglion and draining lymph nodes, and mortality, while their local adoptive transfer limits disease. pDCs are the main source of HSV-1-induced IFN-α in the corneal stroma through TLR9, and they prevent re-programming of regulatory T cells (Tregs) to effector ex-Tregs. Clinical signs of infection are observed in pDC-depleted corneas, but not in pDC-sufficient corneas, following low-dose HSV-1 inoculation, suggesting their critical role in corneal antiviral immunity. Our findings demonstrate a vital role for corneal pDCs in the control of local viral infections."	0
"31940492"	"FBXW7 Confers Radiation Survival by Targeting p53 for Degradation.The tumor suppressor p53 plays a critical role in integrating a wide variety of stress responses. Therefore, p53 levels are precisely regulated by multiple ubiquitin ligases. In this study, we report that FBXW7, a substrate recognition component of the SKP1-CUL1-F-box (SCF) E3 ligase, interacts with and targets p53 for polyubiquitination and proteasomal degradation after exposure to ionizing radiation or etoposide. Mechanistically, DNA damage activates ATM to phosphorylate p53 on Ser33 and Ser37, which facilitates the FBXW7 binding and subsequent p53 degradation by SCF<sup>FBXW7</sup>. Inactivation of ATM or SCF<sup>FBXW7</sup> by small molecular inhibitors or genetic knockdown/knockout approaches extends the p53 protein half-life upon DNA damage in an MDM2-independent manner. Biologically, FBXW7 inactivation sensitizes cancer cells to radiation or etoposide by stabilizing p53 to induce cell-cycle arrest and apoptosis. Taken together, our study elucidates a mechanism by which FBXW7 confers cancer cell survival during radiotherapy or chemotherapy via p53 targeting."	1
