"pmid"	"text"	"hit"
"31940493"	"FOXD3 Regulates VISTA Expression in Melanoma.Immune checkpoint inhibitors have improved patient survival in melanoma, but the innate resistance of many patients necessitates the investigation of alternative immune targets. Many immune checkpoint proteins lack proper characterization, including V-domain Ig suppressor of T cell activation (VISTA). VISTA expression on immune cells can suppress T cell activity; however, few studies have investigated its expression and regulation in cancer cells. In this study, we observe that VISTA is expressed in melanoma patient samples and cell lines. Tumor cell-specific expression of VISTA promotes tumor onset in vivo, associated with increased intratumoral T regulatory cells, and enhanced PDL-1 expression on tumor-infiltrating macrophages. VISTA transcript levels are regulated by the stemness factor Forkhead box D3 (FOXD3). BRAF inhibition upregulates FOXD3 and reduces VISTA expression. Overall, this study demonstrates melanoma cell expression of VISTA and its regulation by FOXD3, contributing to the rationale for therapeutic strategies that combine targeted inhibitors with immune checkpoint blockade."	1
"32814047"	"Ubiquitin-Conjugating Enzyme 2S Enhances Viral Replication by Inhibiting Type I IFN Production through Recruiting USP15 to Deubiquitinate TBK1.Type I interferon (IFN) plays an essential role in the host innate immune responses. Several ubiquitin-conjugating enzyme (E2) family members were reported to regulate type I IFN production and host antiviral immune responses. However, the molecular mechanisms are still not fully understood. Here, we report that UBE2S acts as a negative regulator in the type I IFN signaling pathway. Ectopic expression of UBE2S inhibits host antiviral immune responses and enhances viral replications, whereas deficiency of UBE2S enhances host antiviral immune responses and suppresses viral replications both in vitro and in vivo. Inhibition of type І IFN production by UBE2S is independent on its E2 and E3 enzymic activity. Mechanistically, UBE2S interacts with TBK1 and recruits ubiquitin-specific protease 15 (USP15) to remove Lys63 (K63)-linked polyubiquitin chains of TBK1. Our findings reveal a role of the UBE2S-USP15-TBK1 axis in the regulation of host antiviral innate immune responses."	1
"32905761"	"High Dimensional Single-Cell Analysis Reveals iNKT Cell Developmental Trajectories and Effector Fate Decision.CD1d-restricted invariant Natural Killer T (iNKT) cells represent a unique class of T lymphocytes endowed with potent regulatory and effector immune functions. Although these functions are acquired during thymic ontogeny, the sequence of events that gives rise to discrete effector subsets remains unclear. Using an unbiased single-cell transcriptomic analysis combined with functional assays, we reveal an unappreciated diversity among thymic iNKT cells, especially among iNKT1 cells. Mathematical modeling and biological methods unravel a developmental map whereby iNKT2 cells constitute a transient branching point toward the generation of iNKT1 and iNKT17 cells, which reconciles the two previously proposed models. In addition, we identify the transcription co-factor Four-and-a-half LIM domains protein 2 (FHL2) as a critical cell-intrinsic regulator of iNKT1 specification. Thus, these data illustrate the changing transcriptional network that guides iNKT cell effector fate."	0
"30898438"	"MDC1 Interacts with TOPBP1 to Maintain Chromosomal Stability during Mitosis.In mitosis, cells inactivate DNA double-strand break (DSB) repair pathways to preserve genome stability. However, some early signaling events still occur, such as recruitment of the scaffold protein MDC1 to phosphorylated histone H2AX at DSBs. Yet, it remains unclear whether these events are important for maintaining genome stability during mitosis. Here, we identify a highly conserved protein-interaction surface in MDC1 that is phosphorylated by CK2 and recognized by the DNA-damage response mediator protein TOPBP1. Disruption of MDC1-TOPBP1 binding causes a specific loss of TOPBP1 recruitment to DSBs in mitotic but not interphase cells, accompanied by mitotic radiosensitivity, increased micronuclei, and chromosomal instability. Mechanistically, we find that TOPBP1 forms filamentous structures capable of bridging MDC1 foci in mitosis, indicating that MDC1-TOPBP1 complexes tether DSBs until repair is reactivated in the following G1 phase. Thus, we reveal an important, hitherto-unnoticed cooperation between MDC1 and TOPBP1 in maintaining genome stability during cell division."	1
"31968262"	"Memory B Cell Activation, Broad Anti-influenza Antibodies, and Bystander Activation Revealed by Single-Cell Transcriptomics.Antibody memory protects humans from many diseases. Protective antibody memory responses require activation of transcriptional programs, cell proliferation, and production of antigen-specific antibodies, but how these aspects of the response are coordinated is poorly understood. We profile the molecular and cellular features of the antibody response to influenza vaccination by integrating single-cell transcriptomics, longitudinal antibody repertoire sequencing, and antibody binding measurements. Single-cell transcriptional profiling reveals a program of memory B cell activation characterized by CD11c and T-bet expression associated with clonal expansion and differentiation toward effector function. Vaccination elicits an antibody clone, which rapidly acquired broad high-affinity hemagglutinin binding during affinity maturation. Unexpectedly, many antibody clones elicited by vaccination do not bind vaccine, demonstrating non-specific activation of bystander antibodies by influenza vaccination. These results offer insight into how molecular recognition, transcriptional programs, and clonal proliferation are coordinated in the human B cell repertoire during memory recall."	0
"32839550"	"The hidden side of PD-L1."	0
"32101751"	"TIFAB Regulates USP15-Mediated p53 Signaling during Stressed and Malignant Hematopoiesis.TRAF-interacting protein with a forkhead-associated domain B (TIFAB) is implicated in myeloid malignancies with deletion of chromosome 5q. Employing a combination of proteomic and genetic approaches, we find that TIFAB regulates ubiquitin-specific peptidase 15 (USP15) ubiquitin hydrolase activity. Expression of TIFAB in hematopoietic stem/progenitor cells (HSPCs) permits USP15 signaling to substrates, including MDM2 and KEAP1, and mitigates p53 expression. Consequently, TIFAB-deficient HSPCs exhibit compromised USP15 signaling and are sensitized to hematopoietic stress by derepression of p53. In MLL-AF9 leukemia, deletion of TIFAB increases p53 signaling and correspondingly decreases leukemic cell function and development of leukemia. Restoring USP15 expression partially rescues the function of TIFAB-deficient MLL-AF9 cells. Conversely, elevated TIFAB represses p53, increases leukemic progenitor function, and correlates with MLL gene expression programs in leukemia patients. Our studies uncover a function of TIFAB as an effector of USP15 activity and rheostat of p53 signaling in stressed and malignant HSPCs."	1
"32839548"	"Cell-cell adhesion and 3D matrix confinement determine jamming transitions in breast cancer invasion.Plasticity of cancer invasion and metastasis depends on the ability of cancer cells to switch between collective and single-cell dissemination, controlled by cadherin-mediated cell-cell junctions. In clinical samples, E-cadherin-expressing and -deficient tumours both invade collectively and metastasize equally, implicating additional mechanisms controlling cell-cell cooperation and individualization. Here, using spatially defined organotypic culture, intravital microscopy of mammary tumours in mice and in silico modelling, we identify cell density regulation by three-dimensional tissue boundaries to physically control collective movement irrespective of the composition and stability of cell-cell junctions. Deregulation of adherens junctions by downregulation of E-cadherin and p120-catenin resulted in a transition from coordinated to uncoordinated collective movement along extracellular boundaries, whereas single-cell escape depended on locally free tissue space. These results indicate that cadherins and extracellular matrix confinement cooperate to determine unjamming transitions and stepwise epithelial fluidization towards, ultimately, cell individualization."	0
"32579917"	"Local miRNA-Dependent Translational Control of GABA<sub>A</sub>R Synthesis during Inhibitory Long-Term Potentiation.Molecular mechanisms underlying plasticity at brain inhibitory synapses remain poorly characterized. Increased postsynaptic clustering of GABA<sub>A</sub> receptors (GABA<sub>A</sub>Rs) rapidly strengthens inhibition during inhibitory long-term potentiation (iLTP). However, it is unclear how synaptic GABA<sub>A</sub>R clustering is maintained to sustain iLTP. Here, we identify a role for miR376c in regulating the translation of mRNAs encoding the synaptic α1 and γ2 GABA<sub>A</sub>R subunits, GABRA1 and GABRG2, respectively. Following iLTP induction, transcriptional repression of miR376c is induced through a calcineurin-NFAT-HDAC signaling pathway and promotes increased translation and clustering of synaptic GABA<sub>A</sub>Rs. This pathway is essential for the long-term expression of iLTP and is blocked by miR376c overexpression, specifically impairing inhibitory synaptic strength. Finally, we show that local de novo synthesis of synaptic GABA<sub>A</sub>Rs occurs exclusively in dendrites and in a miR376c-dependent manner following iLTP. Together, this work describes a local post-transcriptional mechanism that regulates inhibitory synaptic plasticity via miRNA control of dendritic protein synthesis."	1
"32877667"	"CD49a Regulates Cutaneous Resident Memory CD8<sup>+</sup> T Cell Persistence and Response.CD8<sup>+</sup> tissue-resident memory T cells (T<sub>RM</sub>) persist at sites of previous infection, where they provide rapid local protection against pathogen challenge. CD8<sup>+</sup> T<sub>RM</sub> expressing the α1 chain (CD49a) of integrin VLA-1 have been identified within sites of resolved skin infection and in vitiligo lesions. We demonstrate that CD49a is expressed early following T cell activation in vivo, and TGF-β and IL-12 induce CD49a expression by CD8<sup>+</sup> T cells in vitro. Despite this rapid expression, CD49a is not required for the generation of a primary CD8<sup>+</sup> T cell response to cutaneous herpes simplex virus (HSV) infection, migration of CD8<sup>+</sup> T cells across the epidermal basement membrane, or positioning of T<sub>RM</sub> within basal epidermis. Rather, CD49a supports CD8<sup>+</sup> T<sub>RM</sub> persistence within skin, regulates epidermal CD8<sup>+</sup> T<sub>RM</sub> dendritic extensions, and increases the frequency of IFN-γ<sup>+</sup> CD8<sup>+</sup> T<sub>RM</sub> following local antigen challenge. Our results suggest that CD49a promotes optimal cutaneous CD8<sup>+</sup> T<sub>RM</sub>-mediated immunity."	1
"32115408"	"Cerebral organoid and mouse models reveal a RAB39b-PI3K-mTOR pathway-dependent dysregulation of cortical development leading to macrocephaly/autism phenotypes.Dysregulation of early neurodevelopment is implicated in macrocephaly/autism disorders. However, the mechanism underlying this dysregulation, particularly in human cells, remains poorly understood. Mutations in the small GTPase gene <i>RAB39b</i> are associated with X-linked macrocephaly, autism spectrum disorder (ASD), and intellectual disability. The in vivo roles of RAB39b in the brain remain unknown. We generated <i>Rab39b</i> knockout (KO) mice and found that they exhibited cortical neurogenesis impairment, macrocephaly, and hallmark ASD behaviors, which resembled patient phenotypes. We also produced mutant human cerebral organoids that were substantially enlarged due to the overproliferation and impaired differentiation of neural progenitor cells (NPCs), which resemble neurodevelopmental deficits in KO mice. Mechanistic studies reveal that RAB39b interacts with PI3K components and its deletion promotes PI3K-AKT-mTOR signaling in NPCs of mouse cortex and cerebral organoids. The mTOR activity is robustly enhanced in mutant outer radial glia cells (oRGs), a subtype of NPCs barely detectable in rodents but abundant in human brains. Inhibition of AKT signaling rescued enlarged organoid sizes and NPC overproliferation caused by <i>RAB39b</i> mutations. Therefore, <i>RAB39b</i> mutation promotes PI3K-AKT-mTOR activity and alters cortical neurogenesis, leading to macrocephaly and autistic-like behaviors. Our studies provide new insights into neurodevelopmental dysregulation and common pathways associated with ASD across species."	1
"30981630"	"Structural Basis of Dot1L Stimulation by Histone H2B Lysine 120 Ubiquitination.The essential histone H3 lysine 79 methyltransferase Dot1L regulates transcription and genomic stability and is deregulated in leukemia. The activity of Dot1L is stimulated by mono-ubiquitination of histone H2B on lysine 120 (H2BK120Ub); however, the detailed mechanism is not understood. We report cryo-EM structures of human Dot1L bound to (1) H2BK120Ub and (2) unmodified nucleosome substrates at 3.5 Å and 4.9 Å, respectively. Comparison of both structures, complemented with biochemical experiments, provides critical insights into the mechanism of Dot1L stimulation by H2BK120Ub. Both structures show Dot1L binding to the same extended surface of the histone octamer. In yeast, this surface is used by silencing proteins involved in heterochromatin formation, explaining the mechanism of their competition with Dot1. These results provide a strong foundation for understanding conserved crosstalk between histone modifications found at actively transcribed genes and offer a general model of how ubiquitin might regulate the activity of chromatin enzymes."	0
"32518153"	"Biological and catalytic functions of sirtuin 6 as targets for small-molecule modulators.Sirtuin 6 (SIRT6) is a nuclear NAD<sup>+</sup>-dependent deacetylase of histone H3 that regulates genome stability and gene expression. However, nonhistone substrates and additional catalytic activities of SIRT6, including long-chain deacylation and mono-ADP-ribosylation of other proteins, have also been reported, but many of these noncanonical roles remain enigmatic. Genetic studies have revealed critical homeostatic cellular functions of SIRT6, underscoring the need to better understand which catalytic functions and molecular pathways are driving SIRT6-associated phenotypes. At the physiological level, SIRT6 activity promotes increased longevity by regulating metabolism and DNA repair. Recent work has identified natural products and synthetic small molecules capable of activating the inefficient <i>in vitro</i> deacetylase activity of SIRT6. Here, we discuss the cellular functions of SIRT6 with a focus on attributing its catalytic activity to its proposed biological functions. We cover the molecular architecture and catalytic mechanisms that distinguish SIRT6 from other NAD<sup>+</sup>-dependent deacylases. We propose that combining specific SIRT6 amino acid substitutions identified in enzymology studies and activity-selective compounds could help delineate SIRT6 functions in specific biological contexts and resolve the apparently conflicting roles of SIRT6 in processes such as tumor development. We further highlight the recent development of small-molecule modulators that provide additional biological insight into SIRT6 functions and offer therapeutic approaches to manage metabolic and age-associated diseases."	0
"32433974"	"Interplay between Liver X Receptor and Hypoxia Inducible Factor 1α Potentiates Interleukin-1β Production in Human Macrophages.Low-grade inflammation is constitutive of atherosclerosis, and anti-inflammatory therapy inhibiting interleukin-1β (IL-1β) reduces the rate of cardiovascular events. While cholesterol accumulation in atheroma plaque and macrophages is a major driver of the inflammatory process, the role of the LXR cholesterol sensors remains to be clarified. Murine and human macrophages were treated with LXR agonists for 48 h before Toll-like receptor (TLR) stimulation. Unexpectedly, we observe that, among other cytokines, LXR agonists selectively increase IL1B mRNA levels independently of TLR activation. This effect, restricted to human macrophages, is mediated by activation of HIF-1α through LXR. Accordingly, LXR agonists also potentiate other HIF-1α-dependent pathways, such as glycolysis. Treatment of human macrophages with carotid plaque homogenates also leads to induction of IL1B in an LXR-dependent manner. Thus, our work discloses a mechanism by which cholesterol and oxysterols trigger inflammation in atherosclerosis. This suggests perspectives to target IL-1β production in atherosclerotic patients."	1
"30898439"	"Inheritance of a Phenotypically Neutral Epimutation Evokes Gene Silencing in Later Generations.Small RNAs trigger the formation of epialleles that are silenced across generations. Consequently, RNA-directed epimutagenesis is associated with persistent gene repression. Here, we demonstrate that small interfering RNA-induced epimutations in fission yeast are still inherited even when the silenced gene is reactivated, and descendants can reinstate the silencing phenotype that only occurred in their ancestors. This process is mediated by the deposition of a phenotypically neutral molecular mark composed of tri-methylated histone H3 lysine 9 (H3K9me3). Its stable propagation is coupled to RNAi and requires maximal binding affinity of the Clr4/Suvar39 chromodomain to H3K9me3. In wild-type cells, this mark has no visible impact on transcription but causes gene silencing if RNA polymerase-associated factor 1 complex (Paf1C) activity is impaired. In sum, our results reveal a distinct form of epigenetic memory in which cells acquire heritable, transcriptionally active epialleles that confer gene silencing upon modulation of Paf1C."	0
"31629659"	"KDM3A Senses Oxygen Availability to Regulate PGC-1α-Mediated Mitochondrial Biogenesis.Hypoxia, which occurs during tumor growth, triggers complex adaptive responses in which peroxisome proliferator-activated receptor gamma coactivator-1 alpha (PGC-1α) plays a critical role in mitochondrial biogenesis and oxidative metabolism. However, how PGC-1α is regulated in response to oxygen availability remains unclear. We demonstrated that lysine demethylase 3A (KDM3A) binds to PGC-1α and demethylates monomethylated lysine (K) 224 of PGC-1α under normoxic conditions. Hypoxic stimulation inhibits KDM3A, which has a high K<sub>M</sub> of oxygen for its activity, and enhances PGC-1α K224 monomethylation. This modification decreases PGC-1α's activity required for NRF1- and NRF2-dependent transcriptional regulation of TFAM, TFB1M, and TFB2M, resulting in reduced mitochondrial biogenesis. Expression of PGC-1α K224R mutant significantly increases mitochondrial biogenesis, reactive oxygen species (ROS) production, and tumor cell apoptosis under hypoxia and inhibits brain tumor growth in mice. This study revealed that PGC-1α monomethylation, which is dependent on oxygen availability-regulated KDM3A, plays a critical role in the regulation of mitochondrial biogenesis."	1
"32846116"	"The Zebrafish Dorsolateral Habenula Is Required for Updating Learned Behaviors.Operant learning requires multiple cognitive processes, such as learning, prediction of potential outcomes, and decision-making. It is less clear how interactions of these processes lead to the behavioral adaptations that allow animals to cope with a changing environment. We show that juvenile zebrafish can perform conditioned place avoidance learning, with improving performance across development. Ablation of the dorsolateral habenula (dlHb), a brain region involved in associative learning and prediction of outcomes, leads to an unexpected improvement in performance and delayed memory extinction. Interestingly, the control animals exhibit rapid adaptation to a changing learning rule, whereas dlHb-ablated animals fail to adapt. Altogether, our results show that the dlHb plays a central role in switching animals' strategies while integrating new evidence with prior experience."	0
"32877671"	"Tp53 Suppression Promotes Cardiomyocyte Proliferation during Zebrafish Heart Regeneration.Zebrafish regenerate heart muscle through division of pre-existing cardiomyocytes. To discover underlying regulation, we assess transcriptome datasets for dynamic gene networks during heart regeneration and identify suppression of genes associated with the transcription factor Tp53. Cardiac damage leads to fluctuation of Tp53 protein levels, concomitant with induced expression of its central negative regulator, mdm2, in regenerating cardiomyocytes. Zebrafish lacking functional Tp53 display increased indicators of cardiomyocyte proliferation during regeneration, whereas transgenic Mdm2 blockade inhibits injury-induced cardiomyocyte proliferation. Induced myocardial overexpression of the mitogenic factors Nrg1 or Vegfaa in the absence of injury also upregulates mdm2 and suppresses Tp53 levels, and tp53 mutations augment the mitogenic effects of Nrg1. mdm2 induction is spatiotemporally associated with markers of de-differentiation in injury and growth contexts, suggesting a broad role in cardiogenesis. Our findings reveal myocardial Tp53 suppression by mitogen-induced Mdm2 as a regulatory component of innate cardiac regeneration."	1
"32814043"	"Proteolytic Restriction of Chordin Range Underlies BMP Gradient Formation.A fundamental question in developmental biology is how morphogens, such as bone morphogenetic protein (BMP), form precise signaling gradients to impart positional and functional identity to the cells of the early embryo. We combine rigorous mutant analyses with quantitative immunofluorescence to determine that the proteases Bmp1a and Tolloid spatially restrict the BMP antagonist Chordin in dorsoventral (DV) axial patterning of the early zebrafish gastrula. We show that maternally deposited Bmp1a plays an unexpected and non-redundant role in establishing the BMP signaling gradient, while the Bmp1a/Tolloid antagonist Sizzled is surprisingly dispensable. Combining computational modeling and in vivo analyses with an immobile Chordin construct, we demonstrate that long-range Chordin diffusion is not necessary for BMP gradient formation and DV patterning. Our data do not support a counter-gradient of Chordin and instead favor a Chordin sink, established by Bmp1a and Tolloid, as the primary mechanism that drives BMP gradient formation."	1
