"pmid"	"text"	"hit"
"32130901"	"Continuous Microevolution Accelerates Disease Progression during Sequential Episodes of Infection.Bacteria adapt to dynamic changes in the host during chronic and recurrent infections. Bacterial microevolution is one type of adaptation that imparts a selective advantage. We hypothesize that recurrent episodes of disease promote microevolution through genetic mutations that modulate disease severity. We use a pre-clinical model of otitis media (OM) to determine the potential role for microevolution of nontypeable Haemophilus influenzae (NTHI) during sequential episodes of disease. Whole genome sequencing reveals microevolution of hemoglobin binding and lipooligosaccharide (LOS) biosynthesis genes, suggesting that adaptation of these systems is critical for infection. These OM-adapted strains promote increased biofilm formation, inflammation, stromal fibrosis, and an increased propensity to form intracellular bacterial communities (IBCs). Remarkably, IBCs remain for at least one month following clinical resolution of infection, suggesting an intracellular reservoir as a nidus for recurrent OM. Additional approaches for therapeutic design tailored to combat this burdensome disease will arise from these studies."	0
"32698010"	"mTORC1 Signaling Controls TLR2-Mediated T-Cell Activation by Inducing TIRAP Expression.Effector, but not naïve, T cells are activated by toll-like receptor-2 (TLR2) stimulation, leading to cytokine production and proliferation. We found that the differential response is attributable to the lack of expression of the adaptor protein TIRAP in naive T cells. TIRAP expression is induced upon T-cell receptor (TCR) stimulation and sustained by strong interleukin-2 (IL-2) signals. Expression of TIRAP requires TCR- and IL-2-induced mTORC1 activation. TLR2 stimulation induced the activation of nuclear factor κB (NF-κB) and ERK, leading to much higher production of interferon-γ (IFN-γ) by T helper 1 (Th1) cells cultured in a high concentration of IL-2 than by those cultured in a low concentration of IL-2. In contrast, TLR2 stimulation induces mTORC1 activation through TIRAP, which is essential for TLR2-mediated IFN-γ production. These data demonstrate that the mTORC1 signal confers the response to TLR2 signaling by inducing TIRAP expression and that the TIRAP-mTORC1 axis is critical for TLR2-mediated IFN-γ production by effector T cells."	1
"32668239"	"The Apparent Requirement for Protein Synthesis during G2 Phase Is due to Checkpoint Activation.Protein synthesis inhibitors (e.g., cycloheximide) block mitotic entry, suggesting that cell cycle progression requires protein synthesis until right before mitosis. However, cycloheximide is also known to activate p38 mitogen-activated protein kinase (MAPK), which can delay mitotic entry through a G2/M checkpoint. Here, we ask whether checkpoint activation or a requirement for protein synthesis is responsible for the cycloheximide effect. We find that p38 inhibitors prevent cycloheximide-treated cells from arresting in G2 phase and that G2 duration is normal in approximately half of these cells. The Wee1 inhibitor MK-1775 and Wee1/Myt1 inhibitor PD0166285 also prevent cycloheximide from blocking mitotic entry, raising the possibility that Wee1 and/or Myt1 mediate the cycloheximide-induced G2 arrest. Thus, protein synthesis during G2 phase is not required for mitotic entry, at least when the p38 checkpoint pathway is abrogated. However, M phase progression is delayed in cycloheximide-plus-kinase-inhibitor-treated cells, emphasizing the different requirements of protein synthesis for timely entry and completion of mitosis."	1
"32483387"	"Chromosomal translocation-derived aberrant Rab22a drives metastasis of osteosarcoma.Osteosarcoma is a type of aggressive malignant bone tumour that frequently metastasizes to lungs, resulting in poor prognosis. However, the molecular mechanisms of lung metastasis of osteosarcoma remain poorly understood. Here we identify exon-intron fusion genes in osteosarcoma cell lines and tissues. These fusion genes are derived from chromosomal translocations that juxtapose the coding region for amino acids 1-38 of Rab22a (Rab22a<sup>1-38</sup>) with multiple inverted introns and untranslated regions of chromosome 20. The resulting translation products, designated Rab22a-NeoFs, acquire the ability to drive lung metastasis of osteosarcoma. The Rab22a<sup>1-38</sup> moiety governs the function of Rab22a-NeoFs by binding to SmgGDS-607, a GTP-GDP exchange factor of RhoA. This association facilitates the release of GTP-bound RhoA from SmgGDS-607, which induces increased activity of RhoA and promotes metastasis. Disrupting the interaction between Rab22a-NeoF1 and SmgGDS-607 with a synthetic peptide prevents lung metastasis in an orthotopic model of osteosarcoma. Our findings may provide a promising strategy for a subset of osteosarcoma patients with lung metastases."	0
"31494035"	"RNase L Reprograms Translation by Widespread mRNA Turnover Escaped by Antiviral mRNAs.In response to foreign and endogenous double-stranded RNA (dsRNA), protein kinase R (PKR) and ribonuclease L (RNase L) reprogram translation in mammalian cells. PKR inhibits translation initiation through eIF2α phosphorylation, which triggers stress granule (SG) formation and promotes translation of stress responsive mRNAs. The mechanisms of RNase L-driven translation repression, its contribution to SG assembly, and its regulation of dsRNA stress-induced mRNAs are unknown. We demonstrate that RNase L drives translational shut-off in response to dsRNA by promoting widespread turnover of mRNAs. This alters stress granule assembly and reprograms translation by allowing translation of mRNAs resistant to RNase L degradation, including numerous antiviral mRNAs such as interferon (IFN)-β. Individual cells differentially activate dsRNA responses revealing variation that can affect cellular outcomes. This identifies bulk mRNA degradation and the resistance of antiviral mRNAs as the mechanism by which RNase L reprograms translation in response to dsRNA."	0
"32017896"	"LARP7-Mediated U6 snRNA Modification Ensures Splicing Fidelity and Spermatogenesis in Mice.U6 snRNA, as an essential component of the catalytic core of the pre-mRNA processing spliceosome, is heavily modified post-transcriptionally, with 2'-O-methylation being most common. The role of these modifications in pre-mRNA splicing as well as their physiological function in mammals have remained largely unclear. Here we report that the La-related protein LARP7 functions as a critical cofactor for 2'-O-methylation of U6 in mouse male germ cells. Mechanistically, LARP7 promotes U6 loading onto box C/D snoRNP, facilitating U6 2'-O-methylation by box C/D snoRNP. Importantly, ablation of LARP7 in the male germline causes defective U6 2'-O-methylation, massive alterations in pre-mRNA splicing, and spermatogenic failure in mice, which can be rescued by ectopic expression of wild-type LARP7 but not an U6-loading-deficient mutant LARP7. Our data uncover a novel role of LARP7 in regulating U6 2'-O-methylation and demonstrate the functional requirement of such modification for splicing fidelity and spermatogenesis in mice."	1
"30979586"	"ULK1 and ULK2 Regulate Stress Granule Disassembly Through Phosphorylation and Activation of VCP/p97.Disturbances in autophagy and stress granule dynamics have been implicated as potential mechanisms underlying inclusion body myopathy (IBM) and related disorders. Yet the roles of core autophagy proteins in IBM and stress granule dynamics remain poorly characterized. Here, we demonstrate that disrupted expression of the core autophagy proteins ULK1 and ULK2 in mice causes a vacuolar myopathy with ubiquitin and TDP-43-positive inclusions; this myopathy is similar to that caused by VCP/p97 mutations, the most common cause of familial IBM. Mechanistically, we show that ULK1/2 localize to stress granules and phosphorylate VCP, thereby increasing VCP's activity and ability to disassemble stress granules. These data suggest that VCP dysregulation and defective stress granule disassembly contribute to IBM-like disease in Ulk1/2-deficient mice. In addition, stress granule disassembly is accelerated by an ULK1/2 agonist, suggesting ULK1/2 as targets for exploiting the higher-order regulation of stress granules for therapeutic intervention of IBM and related disorders."	1
"31932165"	"HORMA Domain Proteins and a Trip13-like ATPase Regulate Bacterial cGAS-like Enzymes to Mediate Bacteriophage Immunity.Bacteria are continually challenged by foreign invaders, including bacteriophages, and have evolved a variety of defenses against these invaders. Here, we describe the structural and biochemical mechanisms of a bacteriophage immunity pathway found in a broad array of bacteria, including E. coli and Pseudomonas aeruginosa. This pathway uses eukaryotic-like HORMA domain proteins that recognize specific peptides, then bind and activate a cGAS/DncV-like nucleotidyltransferase (CD-NTase) to generate a cyclic triadenylate (cAAA) second messenger; cAAA in turn activates an endonuclease effector, NucC. Signaling is attenuated by a homolog of the AAA+ ATPase Pch2/TRIP13, which binds and disassembles the active HORMA-CD-NTase complex. When expressed in non-pathogenic E. coli, this pathway confers immunity against bacteriophage λ through an abortive infection mechanism. Our findings reveal the molecular mechanisms of a bacterial defense pathway integrating a cGAS-like nucleotidyltransferase with HORMA domain proteins for threat sensing through protein detection and negative regulation by a Trip13 ATPase."	0
"31914402"	"TRIM32/USP11 Balances ARID1A Stability and the Oncogenic/Tumor-Suppressive Status of Squamous Cell Carcinoma.Squamous cell carcinoma (SCC) is an aggressive epithelial malignancy, yet the molecular mechanisms underlying SCC development are elusive. ARID1A is frequently mutated in various cancer types, but both mutation rates and expression levels of ARID1A are ubiquitously low in SCCs. Here, we reveal that excessive protein degradation mediated by the ubiquitin-proteasome system (UPS) contributes to the loss of ARID1A expression in SCC. We identify that the E3 ligase TRIM32 and the deubiquitinase USP11 play key roles in controlling ARID1A stability. TRIM32 depletion inhibits SCC cell proliferation, metastasis, and chemoresistance by stabilizing ARID1A, while USP11 depletion promotes SCC development by promoting ARID1A degradation. We show that syndecan-2 (SDC2) is the downstream target of both ARID1A and USP11 and that SDC2 depletion abolishes the oncogenic function of ARID1A loss. In summary, our data reveal UPS-mediated protein degradation as a mechanism underlying ARID1A loss and propose an important role for the TRIM32/USP11-ARID1A-SDC2 axis in SCC."	1
"31031083"	"METTL1 Promotes let-7 MicroRNA Processing via m7G Methylation.7-methylguanosine (m7G) is present at mRNA caps and at defined internal positions within tRNAs and rRNAs. However, its detection within low-abundance mRNAs and microRNAs (miRNAs) has been hampered by a lack of sensitive detection strategies. Here, we adapt a chemical reactivity assay to detect internal m7G in miRNAs. Using this technique (Borohydride Reduction sequencing [BoRed-seq]) alongside RNA immunoprecipitation, we identify m7G within a subset of miRNAs that inhibit cell migration. We show that the METTL1 methyltransferase mediates m7G methylation within miRNAs and that this enzyme regulates cell migration via its catalytic activity. Using refined mass spectrometry methods, we map m7G to a single guanosine within the let-7e-5p miRNA. We show that METTL1-mediated methylation augments let-7 miRNA processing by disrupting an inhibitory secondary structure within the primary miRNA transcript (pri-miRNA). These results identify METTL1-dependent N7-methylation of guanosine as a new RNA modification pathway that regulates miRNA structure, biogenesis, and cell migration."	0
"32111741"	"The Parkinson's disease-associated kinase LRRK2 regulates genes required for cell adhesion, polarization, and chemotaxis in activated murine macrophages.Leucine-rich repeat kinase 2 (<i>LRRK2</i>) encodes a complex protein that includes kinase and GTPase domains. Genome-wide association studies have identified dominant <i>LRRK2</i> alleles that predispose their carriers to late-onset idiotypic Parkinson's disease (PD) and also to autoimmune disorders such as Crohn's disease. Considerable evidence indicates that PD initiation and progression involve activation of innate immune functions in microglia, which are brain-resident macrophages. Here we asked whether LRRK2 modifies inflammatory signaling and how this modification might contribute to PD and Crohn's disease. We used RNA-Seq-based high-resolution transcriptomics to compare gene expression in activated primary macrophages derived from WT and <i>Lrrk2</i> knockout mice. Remarkably, expression of a single gene, Rap guanine nucleotide exchange factor 3 (<i>Rapgef3</i>), was strongly up-regulated in the absence of LRRK2 and down-regulated in its presence. We observed similar regulation of <i>Rapgef3</i> expression in cells treated with a highly specific inhibitor of LRRK2 protein kinase activity. <i>Rapgef3</i> encodes an exchange protein, activated by cAMP 1 (EPAC-1), a guanine nucleotide exchange factor that activates the small GTPase Rap-1. Rap-1 mediates cell adhesion, polarization, and directional motility, and our results indicate that LRRK2 modulates chemotaxis of microglia and macrophages. Dominant PD-associated <i>LRRK2</i> alleles may suppress EPAC-1 activity, further restricting motility and preventing efficient migration of microglia to sites of neuronal damage. Functional analysis <i>in vivo</i> in a subclinical infection model also indicated that Lrrk2 subtly modifies the inflammatory response. These results indicate that LRRK2 modulates the expression of genes involved in murine immune cell chemotaxis."	1
"32268099"	"PGC1α Controls Sucrose Taste Sensitization in Drosophila.Perceived palatability of food controls caloric intake. Sweet taste is the primary means of detecting the carbohydrate content of food. Surprisingly, sweet taste sensitivity is responsive to extrinsic factors like diet, and this occurs by unknown mechanisms. Here, we describe an unbiased proteomic investigation into sweet taste sensitivity in the fruit fly. We identify a dopamine/cyclic AMP (cAMP)/CREB axis acting within sweet taste neurons that controls taste perception but is largely dispensable for acute taste transduction. This pathway modulates sweet taste perception in response to both sensory- and nutrient-restricted diets and converges on PGC1α, a critical regulator of metabolic health and lifespan. By electrophysiology, we found that enhanced sucrose taste sensitivity was the result of heightened sweet taste intensity and that PGC1α was both necessary and sufficient for this effect. Together, we provide the first molecular insight into how diet-induced taste perception is regulated within the sweet taste neuron."	0
"31495563"	"Transcriptional Responses to IFN-γ Require Mediator Kinase-Dependent Pause Release and Mechanistically Distinct CDK8 and CDK19 Functions.Transcriptional responses to external stimuli remain poorly understood. Using global nuclear run-on followed by sequencing (GRO-seq) and precision nuclear run-on sequencing (PRO-seq), we show that CDK8 kinase activity promotes RNA polymerase II pause release in response to interferon-γ (IFN-γ), a universal cytokine involved in immunity and tumor surveillance. The Mediator kinase module contains CDK8 or CDK19, which are presumed to be functionally redundant. We implemented cortistatin A, chemical genetics, transcriptomics, and other methods to decouple their function while assessing enzymatic versus structural roles. Unexpectedly, CDK8 and CDK19 regulated different gene sets via distinct mechanisms. CDK8-dependent regulation required its kinase activity, whereas CDK19 governed IFN-γ responses through its scaffolding function (i.e., it was kinase independent). Accordingly, CDK8, not CDK19, phosphorylates the STAT1 transcription factor (TF) during IFN-γ stimulation, and CDK8 kinase inhibition blocked activation of JAK-STAT pathway TFs. Cytokines such as IFN-γ rapidly mobilize TFs to ""reprogram"" cellular transcription; our results implicate CDK8 and CDK19 as essential for this transcriptional reprogramming."	1
"32783934"	"Structure in Neural Activity during Observed and Executed Movements Is Shared at the Neural Population Level, Not in Single Neurons.In multiple cortical areas, including the motor cortex, neurons have similar firing rate statistics whether we observe or execute movements. These ""congruent"" neurons are hypothesized to support action understanding by participating in a neural circuit consistently activated in both observed and executed movements. We examined this hypothesis by analyzing neural population structure and dynamics between observed and executed movements. We find that observed and executed movements exhibit similar neural population covariation in a shared subspace capturing significant neural variance. Further, neural dynamics are more similar between observed and executed movements within the shared subspace than outside it. Finally, we find that this shared subspace has a heterogeneous composition of congruent and incongruent neurons. Together, these results argue that similar neural covariation and dynamics between observed and executed movements do not occur via activation of a subpopulation of congruent single neurons, but through consistent temporal activation of a heterogeneous neural population."	0
"32647011"	"The key royal jelly component 10-hydroxy-2-decenoic acid protects against bone loss by inhibiting NF-κB signaling downstream of FFAR4.The supplementation of royal jelly (RJ) is known to provide a variety of health benefits, including anti-inflammatory and anti-obesity effects. RJ treatment also reportedly protects against bone loss, but no single factor in RJ has yet been identified as an anti-osteoporosis agent. Here we fractionated RJ and identified 10-hydroxy-2-decenoic acid (10H2DA) as a key component involved in inhibiting osteoclastogenesis based on mass spectrometric analysis. We further demonstrated free fatty acid receptor 4 (FFAR4) as directly interacting with 10H2DA; binding of 10H2DA to FFAR4 on osteoclasts inhibited receptor activator of nuclear factor-κB (NF-κB) ligand (RANKL)-induced activation of NF-κB signaling, thereby attenuating the induction of nuclear factor of activated T cells (NFAT) c1, a key transcription factor for osteoclastogenesis. Oral administration of 10H2DA attenuated bone resorption in ovariectomized mice. These results suggest a potential therapeutic approach of targeting osteoclast differentiation by the supplementation of RJ, and specifically 10H2DA, in cases of pathological bone loss such as occur in postmenopausal osteoporosis."	1
"32380061"	"Discovery of Widespread Host Protein Interactions with the Pre-replicated Genome of CHIKV Using VIR-CLASP.The primary interactions between incoming viral RNA genomes and host proteins are crucial to infection and immunity. Until now, the ability to study these events was lacking. We developed viral cross-linking and solid-phase purification (VIR-CLASP) to characterize the earliest interactions between viral RNA and cellular proteins. We investigated the infection of human cells using Chikungunya virus (CHIKV) and influenza A virus and identified hundreds of direct RNA-protein interactions. Here, we explore the biological impact of three protein classes that bind CHIKV RNA within minutes of infection. We find CHIKV RNA binds and hijacks the lipid-modifying enzyme fatty acid synthase (FASN) for pro-viral activity. We show that CHIKV genomes are N<sup>6</sup>-methyladenosine modified, and YTHDF1 binds and suppresses CHIKV replication. Finally, we find that the innate immune DNA sensor IFI16 associates with CHIKV RNA, reducing viral replication and maturation. Our findings have direct applicability to the investigation of potentially all RNA viruses."	0
"32755570"	"The MARCH6-SQLE Axis Controls Endothelial Cholesterol Homeostasis and Angiogenic Sprouting.The endothelial monolayer forms a barrier between the lumen of blood vessels and the underlying tissues. Stable VE-cadherin-based adherens junctions are essential for maintaining this barrier, whereas their remodeling is required for angiogenesis in health and disease. Here, we position the ERAD-associated ubiquitin ligase MARCH6 as a determinant of angiogenic sprouting and barrier integrity through its ability to promote the degradation of the rate-limiting cholesterol biosynthetic enzyme squalene epoxidase (SQLE). Accordingly, MARCHF6 ablation in endothelial cells increases SQLE protein and cholesterol load. This leads to altered membrane order, disorganized adherens junctions, decreased endothelial barrier function, and impaired SQLE-dependent sprouting angiogenesis. Akin to MARCHF6 silencing, the overexpression of SQLE impairs angiogenesis. However, angiogenesis is also attenuated when SQLE is silenced, indicating that fine-tuning cholesterol biosynthesis is a determinant of healthy endothelial function. In summary, we propose a mechanistic link between regulation of cholesterol homeostasis by the MARCH6-SQLE axis and endothelial integrity and angiogenesis."	1
"32320654"	"Cellular Importin-α3 Expression Dynamics in the Lung Regulate Antiviral Response Pathways against Influenza A Virus Infection.Importin-α adaptor proteins orchestrate dynamic nuclear transport processes involved in cellular homeostasis. Here, we show that importin-α3, one of the main NF-κB transporters, is the most abundantly expressed classical nuclear transport factor in the mammalian respiratory tract. Importin-α3 promoter activity is regulated by TNF-α-induced NF-κB in a concentration-dependent manner. High-level TNF-α-inducing highly pathogenic avian influenza A viruses (HPAIVs) isolated from fatal human cases harboring human-type polymerase signatures (PB2 627K, 701N) significantly downregulate importin-α3 mRNA expression in primary lung cells. Importin-α3 depletion is restored upon back-mutating the HPAIV polymerase into an avian-type signature (PB2 627E, 701D) that can no longer induce high TNF-α levels. Importin-α3-deficient mice show reduced NF-κB-activated antiviral gene expression and increased influenza lethality. Thus, importin-α3 plays a key role in antiviral immunity against influenza. Lifting the bottleneck in importin-α3 availability in the lung might provide a new strategy to combat respiratory virus infections."	1
"30846317"	"CHP1 Regulates Compartmentalized Glycerolipid Synthesis by Activating GPAT4.Cells require a constant supply of fatty acids to survive and proliferate. Fatty acids incorporate into membrane and storage glycerolipids through a series of endoplasmic reticulum (ER) enzymes, but how these enzymes are regulated is not well understood. Here, using a combination of CRISPR-based genetic screens and unbiased lipidomics, we identified calcineurin B homologous protein 1 (CHP1) as a major regulator of ER glycerolipid synthesis. Loss of CHP1 severely reduces fatty acid incorporation and storage in mammalian cells and invertebrates. Mechanistically, CHP1 binds and activates GPAT4, which catalyzes the initial rate-limiting step in glycerolipid synthesis. GPAT4 activity requires CHP1 to be N-myristoylated, forming a key molecular interface between the two proteins. Interestingly, upon CHP1 loss, the peroxisomal enzyme, GNPAT, partially compensates for the loss of ER lipid synthesis, enabling cell proliferation. Thus, our work identifies a conserved regulator of glycerolipid metabolism and reveals plasticity in lipid synthesis of proliferating cells."	1
