"pmid"	"text"	"hit"
"32294449"	"Cell Metabolic Alterations due to Mcph1 Mutation in Microcephaly.A distinctive feature of neocortical development is the highly coordinated production of different progenitor cell subtypes, which are critical for ensuring adequate neurogenic outcome and the development of normal neocortical size. To further understand the mechanisms that underlie neocortical growth, we focused our studies on the microcephaly gene Mcph1, and we report here that Mcph1 (1) exerts its functions in rapidly dividing apical radial glial cells (aRGCs) during mouse neocortical development stages that precede indirect neurogenesis; (2) is expressed at mitochondria; and (3) controls the proper proliferation and survival of RGCs, potentially through crosstalk with cellular metabolic pathways involving the stimulation of mitochondrial activity via VDAC1/GRP75 and AKT/HK2/VDAC1 and glutaminolysis via ATF4/PCK2. We currently report the description of a MCPH-gene implication in the interplay between bioenergetic pathways and neocortical growth, thus pointing to alterations of cellular metabolic pathways, in particular glutaminolysis, as a possible cause of microcephalic pathogenesis."	1
"32636305"	"Two highly related odorant receptors specifically detect α-bile acid pheromones in sea lamprey (<i>Petromyzon marinus</i>).Pheromones play critical roles in habitat identification and reproductive behavior synchronization in the sea lamprey (<i>Petromyzon marinus</i>). The bile acid 3-keto petromyzonol sulfate (3kPZS) is a major component of the sex pheromone mixture from male sea lamprey that induces specific olfactory and behavioral responses in conspecific individuals. Olfactory receptors interact directly with pheromones, which is the first step in their detection, but identifying the cognate receptors of specific pheromones is often challenging. Here, we deorphanized two highly related odorant receptors (ORs), OR320a and OR320b, of <i>P. marinus</i> that respond to 3kPZS. In a heterologous expression system coupled to a cAMP-responsive CRE-luciferase, OR320a and OR320b specifically responded to C<sub>24</sub> 5α-bile acids, and both receptors were activated by the same set of 3kPZS analogs. OR320a displayed larger responses to all 3kPZS analogs than did OR320b. This difference appeared to be largely determined by a single amino acid residue, Cys-79<sup>2.56</sup>, the C-terminal sixth residue relative to the most conserved residue in the second transmembrane domain (2.56) of OR320a. This region of TM2 residues 2.56-2.60 apparently is critical for the detection of steroid compounds by odorant receptors in lamprey, zebrafish, and humans. Finally, we identified OR320 orthologs in Japanese lamprey (<i>Lethenteron camtschaticum</i>), suggesting that the OR320 family may be widely present in lamprey species and that OR320 may be under purifying selection. Our results provide a system to examine the origin of olfactory steroid detection in vertebrates and to define a highly conserved molecular mechanism for steroid-ligand detection by G protein-coupled receptors."	0
"32561545"	"Human RTEL1 associates with Poldip3 to facilitate responses to replication stress and R-loop resolution.RTEL1 helicase is a component of DNA repair and telomere maintenance machineries. While RTEL1's role in DNA replication is emerging, how RTEL1 preserves genomic stability during replication remains elusive. Here we used a range of proteomic, biochemical, cell, and molecular biology and gene editing approaches to provide further insights into potential role(s) of RTEL1 in DNA replication and genome integrity maintenance. Our results from complementary human cell culture models established that RTEL1 and the Polδ subunit Poldip3 form a complex and are/function mutually dependent in chromatin binding after replication stress. Loss of RTEL1 and Poldip3 leads to marked R-loop accumulation that is confined to sites of active replication, enhances endogenous replication stress, and fuels ensuing genomic instability. The impact of depleting RTEL1 and Poldip3 is epistatic, consistent with our proposed concept of these two proteins operating in a shared pathway involved in DNA replication control under stress conditions. Overall, our data highlight a previously unsuspected role of RTEL1 and Poldip3 in R-loop suppression at genomic regions where transcription and replication intersect, with implications for human diseases including cancer."	1
"30901564"	"MST1 Negatively Regulates TNFα-Induced NF-κB Signaling through Modulating LUBAC Activity.The nuclear factor (NF)-κB pathway plays a central role in inflammatory and immune responses, with aberrant activation of NF-κB signaling being implicated in various human disorders. Here, we show that mammalian ste20-like kinase 1 (MST1) is a previously unrecognized component of the tumor necrosis factor α (TNFα) receptor 1 signaling complex (TNF-RSC) and attenuates TNFα-induced NF-κB signaling. Genetic ablation of MST1 in mouse embryonic fibroblasts and bone marrow-derived macrophages potentiated the TNFα-induced increase in IκB kinase (IKK) activity, as well as the expression of NF-κB target genes. TNFα induced the recruitment of MST1 to TNF-RSC and its interaction with HOIP, the catalytic component of the E3 ligase linear ubiquitin assembly complex (LUBAC). Furthermore, MST1 activated in response to TNFα stimulation mediates the phosphorylation of HOIP and thereby inhibited LUBAC-dependent linear ubiquitination of NEMO/IKKγ. Together, our findings suggest that MST1 negatively regulates TNFα-induced NF-κB signaling by targeting LUBAC."	1
"32668239"	"The Apparent Requirement for Protein Synthesis during G2 Phase Is due to Checkpoint Activation.Protein synthesis inhibitors (e.g., cycloheximide) block mitotic entry, suggesting that cell cycle progression requires protein synthesis until right before mitosis. However, cycloheximide is also known to activate p38 mitogen-activated protein kinase (MAPK), which can delay mitotic entry through a G2/M checkpoint. Here, we ask whether checkpoint activation or a requirement for protein synthesis is responsible for the cycloheximide effect. We find that p38 inhibitors prevent cycloheximide-treated cells from arresting in G2 phase and that G2 duration is normal in approximately half of these cells. The Wee1 inhibitor MK-1775 and Wee1/Myt1 inhibitor PD0166285 also prevent cycloheximide from blocking mitotic entry, raising the possibility that Wee1 and/or Myt1 mediate the cycloheximide-induced G2 arrest. Thus, protein synthesis during G2 phase is not required for mitotic entry, at least when the p38 checkpoint pathway is abrogated. However, M phase progression is delayed in cycloheximide-plus-kinase-inhibitor-treated cells, emphasizing the different requirements of protein synthesis for timely entry and completion of mitosis."	1
"31543423"	"Transient Hysteresis in CDK4/6 Activity Underlies Passage of the Restriction Point in G1.Cells escape the need for mitogens at a restriction point several hours before entering S phase. The restriction point has been proposed to result from CDK4/6 initiating partial Rb phosphorylation to trigger a bistable switch whereby cyclin E-CDK2 and Rb mutually reinforce each other to induce Rb hyperphosphorylation. Here, using single-cell analysis, we unexpectedly found that cyclin E/A-CDK activity can only maintain Rb hyperphosphorylation starting at the onset of S phase and that CDK4/6 activity, but not cyclin E/A-CDK activity, is required to hyperphosphorylate Rb throughout G1 phase. Mitogen removal in G1 results in a gradual loss of CDK4/6 activity with a high likelihood of cells sustaining Rb hyperphosphorylation until S phase, at which point cyclin E/A-CDK activity takes over. Thus, it is short-term memory, or transient hysteresis, in CDK4/6 activity following mitogen removal that sustains Rb hyperphosphorylation, demonstrating a probabilistic rather than an irreversible molecular mechanism underlying the restriction point."	1
"32160531"	"The Dm-Myb Oncoprotein Contributes to Insulator Function and Stabilizes Repressive H3K27me3 PcG Domains.Drosophila Myb (Dm-Myb) encodes a protein that plays a key role in regulation of mitotic phase genes. Here, we further refine its role in the context of a developing tissue as a potentiator of gene expression required for proper RNA polymerase II (RNA Pol II) function and efficient H3K4 methylation at promoters. In contrast to its role in gene activation, Myb is also required for repression of many genes, although no specific mechanism for this role has been proposed. We now reveal a critical role for Myb in contributing to insulator function, in part by promoting binding of insulator proteins BEAF-32 and CP190 and stabilizing H3K27me3 Polycomb-group (PcG) domains. In the absence of Myb, H3K27me3 is markedly reduced throughout the genome, leading to H3K4me3 spreading and gene derepression. Finally, Myb is enriched at boundaries that demarcate chromatin environments, including chromatin loop anchors. These results reveal functions of Myb that extend beyond transcriptional regulation."	0
"30595435"	"Condensin-Dependent Chromatin Compaction Represses Transcription Globally during Quiescence.Quiescence is a stress-resistant state in which cells reversibly exit the cell cycle and suspend most processes. Quiescence is essential for stem cell maintenance, and its misregulation is implicated in tumor formation. One of the hallmarks of quiescent cells is highly condensed chromatin. Because condensed chromatin often correlates with transcriptional silencing, it has been hypothesized that chromatin compaction represses transcription during quiescence. However, the technology to test this model by determining chromatin structure within cells at gene resolution has not previously been available. Here, we use Micro-C XL to map chromatin contacts at single-nucleosome resolution genome-wide in quiescent Saccharomyces cerevisiae cells. We describe chromatin domains on the order of 10-60 kilobases that, only in quiescent cells, are formed by condensin-mediated loops. Condensin depletion prevents the compaction of chromatin within domains and leads to widespread transcriptional de-repression. Finally, we demonstrate that condensin-dependent chromatin compaction is conserved in quiescent human fibroblasts."	0
"32017896"	"LARP7-Mediated U6 snRNA Modification Ensures Splicing Fidelity and Spermatogenesis in Mice.U6 snRNA, as an essential component of the catalytic core of the pre-mRNA processing spliceosome, is heavily modified post-transcriptionally, with 2'-O-methylation being most common. The role of these modifications in pre-mRNA splicing as well as their physiological function in mammals have remained largely unclear. Here we report that the La-related protein LARP7 functions as a critical cofactor for 2'-O-methylation of U6 in mouse male germ cells. Mechanistically, LARP7 promotes U6 loading onto box C/D snoRNP, facilitating U6 2'-O-methylation by box C/D snoRNP. Importantly, ablation of LARP7 in the male germline causes defective U6 2'-O-methylation, massive alterations in pre-mRNA splicing, and spermatogenic failure in mice, which can be rescued by ectopic expression of wild-type LARP7 but not an U6-loading-deficient mutant LARP7. Our data uncover a novel role of LARP7 in regulating U6 2'-O-methylation and demonstrate the functional requirement of such modification for splicing fidelity and spermatogenesis in mice."	1
"32780989"	"GIT/PIX Condensates Are Modular and Ideal for Distinct Compartmentalized Cell Signaling.Enzymes or enzyme complexes can be concentrated in different cellular loci to modulate distinct functional processes in response to specific signals. How cells condense and compartmentalize enzyme complexes for spatiotemporally distinct cellular events is not well understood. Here we discover that specific and tight association of GIT1 and β-Pix, a pair of GTPase regulatory enzymes, leads to phase separation of the complex without additional scaffolding molecules. GIT1/β-Pix condensates are modular in nature and can be positioned at distinct cellular compartments, such as neuronal synapses, focal adhesions, and cell-cell junctions, by upstream adaptors. Guided by the structure of the GIT/PIX complex, we specifically probed the role of phase separation of the enzyme complex in cell migration and synapse formation. Our study suggests that formation of modular enzyme complex condensates via phase separation can dynamically concentrate limited quantities of enzymes to distinct cellular compartments for specific and optimal signaling."	1
"32197065"	"ATF7-Dependent Epigenetic Changes Are Required for the Intergenerational Effect of a Paternal Low-Protein Diet.Paternal dietary conditions may contribute to metabolic disorders in offspring. We have analyzed the role of the stress-dependent epigenetic regulator cyclic AMP-dependent transcription factor 7 (ATF7) in paternal low-protein diet (pLPD)-induced gene expression changes in mouse liver. Atf7<sup>+/-</sup> mutations cause an offspring phenotype similar to that caused by pLPD, and the effect of pLPD almost vanished when paternal Atf7<sup>+/-</sup> mice were used. ATF7 binds to the promoter regions of ∼2,300 genes, including cholesterol biosynthesis-related and tRNA genes in testicular germ cells (TGCs). LPD induces ATF7 phosphorylation by p38 via reactive oxygen species (ROS) in TGCs. This leads to the release of ATF7 and a decrease in histone H3K9 dimethylation (H3K9me2) on its target genes. These epigenetic changes are maintained and induce expression of some tRNA fragments in spermatozoa. These results indicate that LPD-induced and ATF7-dependent epigenetic changes in TGCs play an important role in paternal diet-induced metabolic reprograming in offspring."	0
"32049025"	"Experience-Dependent Development and Maintenance of Binocular Neurons in the Mouse Visual Cortex.The development of neuronal circuits requires both hard-wired gene expression and experience-dependent plasticity. Sensory processing, such as binocular vision, is especially sensitive to perturbations of experience. We investigated the experience-dependent development of the binocular visual cortex at single-cell resolution by using two-photon calcium imaging in awake mice. At eye-opening, the majority of visually responsive neurons are monocular. Binocular neurons emerge later with visual experience and acquire distinct visual response properties. Surprisingly, rather than mirroring the effects of visual deprivation, mice that lack the plasticity gene Arc show increased numbers of binocular neurons and a shift in ocular dominance during development. Strikingly, acutely removing Arc in the adult binocular visual cortex also increases the number of binocular neurons, suggesting that the maintenance of binocular circuits requires ongoing plasticity. Thus, experience-dependent plasticity is critical for the development and maintenance of circuits required to process binocular vision."	0
"32362314"	"A Multibasic Cleavage Site in the Spike Protein of SARS-CoV-2 Is Essential for Infection of Human Lung Cells.The pandemic coronavirus SARS-CoV-2 threatens public health worldwide. The viral spike protein mediates SARS-CoV-2 entry into host cells and harbors a S1/S2 cleavage site containing multiple arginine residues (multibasic) not found in closely related animal coronaviruses. However, the role of this multibasic cleavage site in SARS-CoV-2 infection is unknown. Here, we report that the cellular protease furin cleaves the spike protein at the S1/S2 site and that cleavage is essential for S-protein-mediated cell-cell fusion and entry into human lung cells. Moreover, optimizing the S1/S2 site increased cell-cell, but not virus-cell, fusion, suggesting that the corresponding viral variants might exhibit increased cell-cell spread and potentially altered virulence. Our results suggest that acquisition of a S1/S2 multibasic cleavage site was essential for SARS-CoV-2 infection of humans and identify furin as a potential target for therapeutic intervention."	0
"32937123"	"Cell-Type- and Brain-Region-Resolved Mouse Brain Lipidome.Gene and protein expression data provide useful resources for understanding brain function, but little is known about the lipid composition of the brain. Here, we perform quantitative shotgun lipidomics, which enables a cell-type-resolved assessment of the mouse brain lipid composition. We quantify around 700 lipid species and evaluate lipid features including fatty acyl chain length, hydroxylation, and number of acyl chain double bonds, thereby identifying cell-type- and brain-region-specific lipid profiles in adult mice, as well as in aged mice, in apolipoprotein-E-deficient mice, in a model of Alzheimer's disease, and in mice fed different diets. We also integrate lipid with protein expression profiles to predict lipid pathways enriched in specific cell types, such as fatty acid β-oxidation in astrocytes and sphingolipid metabolism in microglia. This resource complements existing brain atlases of gene and protein expression and may be useful for understanding the role of lipids in brain function."	0
"32661198"	"The first DEP domain of the RhoGEF P-Rex1 autoinhibits activity and contributes to membrane binding.Phosphatidylinositol (3,4,5)-trisphosphate (PIP<sub>3</sub>)-dependent Rac exchanger 1 (P-Rex1) catalyzes the exchange of GDP for GTP on Rac GTPases, thereby triggering changes in the actin cytoskeleton and in transcription. Its overexpression is highly correlated with the metastasis of certain cancers. P-Rex1 recruitment to the plasma membrane and its activity are regulated via interactions with heterotrimeric Gβγ subunits, PIP<sub>3</sub>, and protein kinase A (PKA). Deletion analysis has further shown that domains C-terminal to its catalytic Dbl homology (DH) domain confer autoinhibition. Among these, the first dishevelled, Egl-10, and pleckstrin domain (DEP1) remains to be structurally characterized. DEP1 also harbors the primary PKA phosphorylation site, suggesting that an improved understanding of this region could substantially increase our knowledge of P-Rex1 signaling and open the door to new selective chemotherapeutics. Here we show that the DEP1 domain alone can autoinhibit activity in context of the DH/PH-DEP1 fragment of P-Rex1 and interacts with the DH/PH domains in solution. The 3.1 Å crystal structure of DEP1 features a domain swap, similar to that observed previously in the Dvl2 DEP domain, involving an exposed basic loop that contains the PKA site. Using purified proteins, we show that although DEP1 phosphorylation has no effect on the activity or solution conformation of the DH/PH-DEP1 fragment, it inhibits binding of the DEP1 domain to liposomes containing phosphatidic acid. Thus, we propose that PKA phosphorylation of the DEP1 domain hampers P-Rex1 binding to negatively charged membranes in cells, freeing the DEP1 domain to associate with and inhibit the DH/PH module."	0
"31130364"	"Lysosome Positioning Influences mTORC2 and AKT Signaling.Growth factor signaling is initiated at the plasma membrane and propagated through the cytoplasm for eventual relay to intracellular organelles such as lysosomes. The serine/threonine kinase mTOR participates in growth factor signaling as a component of two multi-subunit complexes, mTORC1 and mTORC2. mTORC1 associates with lysosomes, and its activity depends on the positioning of lysosomes within the cytoplasm, although there is no consensus regarding the exact effect of perinuclear versus peripheral distribution. mTORC2 and its substrate kinase AKT have a widespread distribution, but they are thought to act mainly at the plasma membrane. Using cell lines with knockout of components of the lysosome-positioning machinery, we show that perinuclear clustering of lysosomes delays reactivation of not only mTORC1, but also mTORC2 and AKT upon serum replenishment. These experiments demonstrate the existence of pools of mTORC2 and AKT that are sensitive to lysosome positioning."	0
"31445886"	"Regulation of Co-transcriptional Pre-mRNA Splicing by m<sup>6</sup>A through the Low-Complexity Protein hnRNPG.N<sup>6</sup>-methyladenosine (m<sup>6</sup>A) modification occurs co-transcriptionally and impacts pre-mRNA processing; however, the mechanism of co-transcriptional m<sup>6</sup>A-dependent alternative splicing regulation is still poorly understood. Heterogeneous nuclear ribonucleoprotein G (hnRNPG) is an m<sup>6</sup>A reader protein that binds RNA through RRM and Arg-Gly-Gly (RGG) motifs. Here, we show that hnRNPG directly binds to the phosphorylated carboxy-terminal domain (CTD) of RNA polymerase II (RNAPII) using RGG motifs in its low-complexity region. Through interactions with the phosphorylated CTD and nascent RNA, hnRNPG associates co-transcriptionally with RNAPII and regulates alternative splicing transcriptome-wide. m<sup>6</sup>A near splice sites in nascent pre-mRNA modulates hnRNPG binding, which influences RNAPII occupancy patterns and promotes exon inclusion. Our results reveal an integrated mechanism of co-transcriptional m<sup>6</sup>A-mediated splicing regulation, in which an m<sup>6</sup>A reader protein uses RGG motifs to co-transcriptionally interact with both RNAPII and m<sup>6</sup>A-modified nascent pre-mRNA to modulate RNAPII occupancy and alternative splicing."	0
"31630969"	"An Early mtUPR: Redistribution of the Nuclear Transcription Factor Rox1 to Mitochondria Protects against Intramitochondrial Proteotoxic Aggregates.The mitochondrial proteome is built mainly by import of nuclear-encoded precursors, which are targeted mostly by cleavable presequences. Presequence processing upon import is essential for proteostasis and survival, but the consequences of dysfunctional protein maturation are unknown. We find that impaired presequence processing causes accumulation of precursors inside mitochondria that form aggregates, which escape degradation and unexpectedly do not cause cell death. Instead, cells survive via activation of a mitochondrial unfolded protein response (mtUPR)-like pathway that is triggered very early after precursor accumulation. In contrast to classical stress pathways, this immediate response maintains mitochondrial protein import, membrane potential, and translation through translocation of the nuclear HMG-box transcription factor Rox1 to mitochondria. Rox1 binds mtDNA and performs a TFAM-like function pivotal for transcription and translation. Induction of early mtUPR provides a reversible stress model to mechanistically dissect the initial steps in mtUPR pathways with the stressTFAM Rox1 as the first line of defense."	0
