"pmid"	"text"	"hit"
"32369734"	"Cryo-EM Structure of the Fork Protection Complex Bound to CMG at a Replication Fork.The eukaryotic replisome, organized around the Cdc45-MCM-GINS (CMG) helicase, orchestrates chromosome replication. Multiple factors associate directly with CMG, including Ctf4 and the heterotrimeric fork protection complex (Csm3/Tof1 and Mrc1), which has important roles including aiding normal replication rates and stabilizing stalled forks. How these proteins interface with CMG to execute these functions is poorly understood. Here we present 3 to 3.5 Å resolution electron cryomicroscopy (cryo-EM) structures comprising CMG, Ctf4, and the fork protection complex at a replication fork. The structures provide high-resolution views of CMG-DNA interactions, revealing a mechanism for strand separation, and show Csm3/Tof1 ""grip"" duplex DNA ahead of CMG via a network of interactions important for efficient replication fork pausing. Although Mrc1 was not resolved in our structures, we determine its topology in the replisome by cross-linking mass spectrometry. Collectively, our work reveals how four highly conserved replisome components collaborate with CMG to facilitate replisome progression and maintain genome stability."	0
"30554947"	"Molecular Basis for the Single-Nucleotide Precision of Primary microRNA Processing.Microprocessor, composed of DROSHA and its cofactor DGCR8, initiates microRNA (miRNA) biogenesis by processing the primary transcripts of miRNA (pri-miRNAs). Here we investigate the mechanism by which Microprocessor selects the cleavage site with single-nucleotide precision, which is crucial for the specificity and functionality of miRNAs. By testing ∼40,000 pri-miRNA variants, we find that for some pri-miRNAs the cleavage site is dictated mainly by the mGHG motif embedded in the lower stem region of pri-miRNA. Structural modeling and deep-sequencing-based complementation experiments show that the double-stranded RNA-binding domain (dsRBD) of DROSHA recognizes mGHG to place the catalytic center in the appropriate position. The mGHG motif as well as the mGHG-recognizing residues in DROSHA dsRBD are conserved across eumetazoans, suggesting that this mechanism emerged in an early ancestor of the animal lineage. Our findings provide a basis for the understanding of miRNA biogenesis and rational design of accurate small-RNA-based gene silencing."	0
"32075731"	"Small Molecule Inhibition of GSK-3 Specifically Inhibits the Transcription of Inhibitory Co-receptor LAG-3 for Enhanced Anti-tumor Immunity.Immune checkpoint blockade using antibodies against negative co-receptors such as cytolytic T cell antigen-4 (CTLA-4) and programmed cell death-1 (PD-1) has seen much success treating cancer. However, most patients are still not cured, underscoring the need for improved treatments and the possible development of small molecule inhibitors (SMIs) for improved immunotherapy. We previously showed that glycogen synthase kinase (GSK)-3α/β is a central regulator of PD-1 expression, where GSK-3 inhibition down-regulates PD-1 and enhances CD8<sup>+</sup> cytolytic T cell (CTL) function, reducing viral infections and tumor growth. Here, we demonstrate that GSK-3 also negatively regulates Lymphocyte Activation Gene-3 (LAG-3) expression on CD4<sup>+</sup> and CD8<sup>+</sup> T cells. GSK-3 SMIs are more effective than LAG-3 blockade alone in suppressing B16 melanoma growth, while their combination resulted in enhanced tumor clearance. This was linked to increased expression of the transcription factor, Tbet, which bound the LAG-3 promoter, inhibiting its transcription, and to increased granzyme B and interferon-γ1 expression. Overall, we describe a small molecule approach to inhibit LAG-3, resulting in enhanced anti-tumor immunity."	1
"32610126"	"Counter Regulation of Spic by NF-κB and STAT Signaling Controls Inflammation and Iron Metabolism in Macrophages.Activated macrophages must carefully calibrate their inflammatory responses to balance efficient pathogen control with inflammation-mediated tissue damage, but the molecular underpinnings of this ""balancing act"" remain unclear. Using genetically engineered mouse models and primary macrophage cultures, we show that Toll-like receptor (TLR) signaling induces the expression of the transcription factor Spic selectively in patrolling monocytes and tissue macrophages by a nuclear factor κB (NF-κB)-dependent mechanism. Functionally, Spic downregulates pro-inflammatory cytokines and promotes iron efflux by regulating ferroportin expression in activated macrophages. Notably, interferon-gamma blocks Spic expression in a STAT1-dependent manner. High levels of interferon-gamma are indicative of ongoing infection, and in its absence, activated macrophages appear to engage a ""default"" Spic-dependent anti-inflammatory pathway. We also provide evidence for the engagement of this pathway in sterile inflammation. Taken together, our findings uncover a pathway wherein counter-regulation of Spic by NF-κB and STATs attune inflammatory responses and iron metabolism in macrophages."	1
"32579916"	"CD8<sup>+</sup> T Cell Functional Exhaustion Overrides Pregnancy-Induced Fetal Antigen Alloimmunization.Pregnancy necessitates physiological exposure, and often re-exposure, to foreign fetal alloantigens. The consequences after pregnancy are highly varied, with evidence of both alloimmunization and expanded tolerance phenotypes. We show that pregnancy primes the accumulation of fetal-specific maternal CD8<sup>+</sup> T cells and their persistence as an activated memory pool after parturition. Cytolysis and the potential for robust secondary expansion occurs with antigen re-encounter in non-reproductive contexts. Comparatively, CD8<sup>+</sup> T cell functional exhaustion associated with increased PD-1 and LAG-3 expression occurs with fetal antigen re-stimulation during subsequent pregnancy. PD-L1/LAG-3 neutralization unleashes the activation of fetal-specific CD8<sup>+</sup> T cells, causing fetal wastage selectively during secondary but not primary pregnancy. Thus, CD8<sup>+</sup> T cells with fetal alloantigen specificity persist in mothers after pregnancy, and protection against fetal wastage in subsequent pregnancies is maintained by their unique susceptibility to functional exhaustion. Together, distinct mechanisms whereby fetal tolerance is maintained during primary compared with subsequent pregnancies are demonstrated."	0
"30598363"	"RIPK1 and Caspase-8 Ensure Chromosome Stability Independently of Their Role in Cell Death and Inflammation.Receptor-interacting protein kinase (RIPK) 1 functions as a key mediator of tissue homeostasis via formation of Caspase-8 activating ripoptosome complexes, positively and negatively regulating apoptosis, necroptosis, and inflammation. Here, we report an unanticipated cell-death- and inflammation-independent function of RIPK1 and Caspase-8, promoting faithful chromosome alignment in mitosis and thereby ensuring genome stability. We find that ripoptosome complexes progressively form as cells enter mitosis, peaking at metaphase and disassembling as cells exit mitosis. Genetic deletion and mitosis-specific inhibition of Ripk1 or Caspase-8 results in chromosome alignment defects independently of MLKL. We found that Polo-like kinase 1 (PLK1) is recruited into mitotic ripoptosomes, where PLK1's activity is controlled via RIPK1-dependent recruitment and Caspase-8-mediated cleavage. A fine balance of ripoptosome assembly is required as deregulated ripoptosome activity modulates PLK1-dependent phosphorylation of downstream effectors, such as BUBR1. Our data suggest that ripoptosome-mediated regulation of PLK1 contributes to faithful chromosome segregation during mitosis."	1
"32877683"	"An Epilepsy-Associated GRIN2A Rare Variant Disrupts CaMKIIα Phosphorylation of GluN2A and NMDA Receptor Trafficking.Rare variants in GRIN genes, which encode NMDAR subunits, are strongly associated with neurodevelopmental disorders. Among these, GRIN2A, which encodes the GluN2A subunit of NMDARs, is widely accepted as an epilepsy-causative gene. Here, we functionally characterize the de novo GluN2A-S1459G mutation identified in an epilepsy patient. We show that S1459 is a CaMKIIα phosphorylation site, and that endogenous phosphorylation is regulated during development and in response to synaptic activity in a dark rearing model. GluN2A-S1459 phosphorylation results in preferential binding of NMDARs to SNX27 and a corresponding decrease in PSD-95 binding, which consequently regulates NMDAR trafficking. Furthermore, the epilepsy-associated GluN2A-S1459G variant displays defects in interactions with both SNX27 and PSD-95, resulting in trafficking deficits, reduced spine density, and decreased excitatory synaptic transmission. These data demonstrate a role for CaMKIIα phosphorylation of GluN2A in receptor targeting and implicate NMDAR trafficking defects as a link to epilepsy."	1
"32698010"	"mTORC1 Signaling Controls TLR2-Mediated T-Cell Activation by Inducing TIRAP Expression.Effector, but not naïve, T cells are activated by toll-like receptor-2 (TLR2) stimulation, leading to cytokine production and proliferation. We found that the differential response is attributable to the lack of expression of the adaptor protein TIRAP in naive T cells. TIRAP expression is induced upon T-cell receptor (TCR) stimulation and sustained by strong interleukin-2 (IL-2) signals. Expression of TIRAP requires TCR- and IL-2-induced mTORC1 activation. TLR2 stimulation induced the activation of nuclear factor κB (NF-κB) and ERK, leading to much higher production of interferon-γ (IFN-γ) by T helper 1 (Th1) cells cultured in a high concentration of IL-2 than by those cultured in a low concentration of IL-2. In contrast, TLR2 stimulation induces mTORC1 activation through TIRAP, which is essential for TLR2-mediated IFN-γ production. These data demonstrate that the mTORC1 signal confers the response to TLR2 signaling by inducing TIRAP expression and that the TIRAP-mTORC1 axis is critical for TLR2-mediated IFN-γ production by effector T cells."	1
"30595434"	"Noncanonical Modulation of the eIF2 Pathway Controls an Increase in Local Translation during Neural Wiring.Local translation is rapidly regulated by extrinsic signals during neural wiring, but its control mechanisms remain elusive. Here we show that the extracellular cue Sema3A induces an initial burst in local translation that precisely controls phosphorylation of the translation initiation factor eIF2α via the unfolded protein response (UPR) kinase PERK. Strikingly, in contrast to canonical UPR signaling, Sema3A-induced eIF2α phosphorylation bypasses global translational repression and underlies an increase in local translation through differential activity of eIF2B mediated by protein phosphatase 1. Ultrasensitive proteomics analysis of axons reveals 75 proteins translationally controlled via the Sema3A-p-eIF2α pathway. These include proteostasis- and actin cytoskeleton-related proteins but not canonical stress markers. Finally, we show that PERK signaling is needed for directional axon migration and visual pathway development in vivo. Thus, our findings reveal a noncanonical eIF2 signaling pathway that controls selective changes in axon translation and is required for neural wiring."	1
"32553165"	"Identification of a G-Protein-Independent Activator of GIRK Channels.G-protein-gated inwardly rectifying K<sup>+</sup> (GIRK) channels are essential effectors of inhibitory neurotransmission in the brain. GIRK channels have been implicated in diseases with abnormal neuronal excitability, including epilepsy and addiction. GIRK channels are tetramers composed of either the same subunit (e.g., homotetramers) or different subunits (e.g., heterotetramers). Compounds that specifically target subsets of GIRK channels in vivo are lacking. Previous studies have shown that alcohol directly activates GIRK channels through a hydrophobic pocket located in the cytoplasmic domain of the channel. Here, we report the identification and functional characterization of a GIRK1-selective activator, termed GiGA1, that targets the alcohol pocket. GiGA1 activates GIRK1/GIRK2 both in vitro and in vivo and, in turn, mitigates the effects of a convulsant in an acute epilepsy mouse model. These results shed light on the structure-based development of subunit-specific GIRK modulators that could provide potential treatments for brain disorders."	0
"32402252"	"KAP1 Is a Chromatin Reader that Couples Steps of RNA Polymerase II Transcription to Sustain Oncogenic Programs.Precise control of the RNA polymerase II (RNA Pol II) cycle, including pausing and pause release, maintains transcriptional homeostasis and organismal functions. Despite previous work to understand individual transcription steps, we reveal a mechanism that integrates RNA Pol II cycle transitions. Surprisingly, KAP1/TRIM28 uses a previously uncharacterized chromatin reader cassette to bind hypo-acetylated histone 4 tails at promoters, guaranteeing continuous progression of RNA Pol II entry to and exit from the pause state. Upon chromatin docking, KAP1 first associates with RNA Pol II and then recruits a pathway-specific transcription factor (SMAD2) in response to cognate ligands, enabling gene-selective CDK9-dependent pause release. This coupling mechanism is exploited by tumor cells to aberrantly sustain transcriptional programs commonly dysregulated in cancer patients. The discovery of a factor integrating transcription steps expands the functional repertoire by which chromatin readers operate and provides mechanistic understanding of transcription regulation, offering alternative therapeutic opportunities to target transcriptional dysregulation."	1
"32763910"	"miR760 regulates ATXN1 levels via interaction with its 5' untranslated region.Identifying modifiers of dosage-sensitive genes involved in neurodegenerative disorders is imperative to discover novel genetic risk factors and potential therapeutic entry points. In this study, we focus on Ataxin-1 (<i>ATXN1</i>), a dosage-sensitive gene involved in the neurodegenerative disease spinocerebellar ataxia type 1 (SCA1). While the precise maintenance of ATXN1 levels is essential to prevent disease, the mechanisms that regulate <i>ATXN1</i> expression remain largely unknown. We demonstrate that <i>ATXN1</i>'s unusually long 5' untranslated region (5' UTR) negatively regulates its expression via posttranscriptional mechanisms. Based on recent reports that microRNAs (miRNAs) can interact with both 3' and 5' UTRs to regulate their target genes, we identify miR760 as a negative regulator that binds to a conserved site in <i>ATXN1</i>'s 5' UTR to induce RNA degradation and translational inhibition. We found that delivery of Adeno-associated virus (AAV)-expressing miR760 in the cerebellum reduces ATXN1 levels in vivo and mitigates motor coordination deficits in a mouse model of SCA1. These findings provide new insights into the regulation of ATXN1 levels, present additional evidence for miRNA-mediated gene regulation via 5' UTR binding, and raise the possibility that noncoding mutations in the <i>ATXN1</i> locus may act as risk factors for yet to be discovered progressive ataxias."	1
"32645369"	"RNF126-Mediated Reubiquitination Is Required for Proteasomal Degradation of p97-Extracted Membrane Proteins.Valosin-containing protein (VCP)/p97 is an AAA-ATPase that extracts polyubiquitinated substrates from multimeric macromolecular complexes and biological membranes for proteasomal degradation. During p97-mediated extraction, the substrate is largely deubiquitinated as it is threaded through the p97 central pore. How p97-extracted substrates are targeted to the proteasome with few or no ubiquitins is unknown. Here, we report that p97-extracted membrane proteins undergo a second round of ubiquitination catalyzed by the cytosolic ubiquitin ligase RNF126. RNF126 interacts with transmembrane-domain-specific chaperone BAG6, which captures p97-liberated substrates. RNF126 depletion in cells diminishes the ubiquitination of extracted membrane proteins, slows down their turnover, and dramatically stabilizes otherwise transient intermediates in the cytosol. We reconstitute the reubiquitination of a p97-extracted, misfolded multispanning membrane protein with purified factors. Our results demonstrate that p97-extracted substrates need to rapidly engage ubiquitin ligase-chaperone pairs that rebuild the ubiquitin signal for proteasome targeting to prevent harmful accumulation of unfolded intermediates."	1
"31708417"	"ATR Protects the Genome against R Loops through a MUS81-Triggered Feedback Loop.R loops arising during transcription induce genomic instability, but how cells respond to the R loop-associated genomic stress is still poorly understood. Here, we show that cells harboring high levels of R loops rely on the ATR kinase for survival. In response to aberrant R loop accumulation, the ataxia telangiectasia and Rad3-related (ATR)-Chk1 pathway is activated by R loop-induced reversed replication forks. In contrast to the activation of ATR by replication inhibitors, R loop-induced ATR activation requires the MUS81 endonuclease. ATR protects the genome from R loops by suppressing transcription-replication collisions, promoting replication fork recovery, and enforcing a G2/M cell-cycle arrest. Furthermore, ATR prevents excessive cleavage of reversed forks by MUS81, revealing a MUS81-triggered and ATR-mediated feedback loop that fine-tunes MUS81 activity at replication forks. These results suggest that ATR is a key sensor and suppressor of R loop-induced genomic instability, uncovering a signaling circuitry that safeguards the genome against R loops."	1
"32367046"	"In vitro capture and characterization of embryonic rosette-stage pluripotency between naive and primed states.Following implantation, the naive pluripotent epiblast of the mouse blastocyst generates a rosette, undergoes lumenogenesis and forms the primed pluripotent egg cylinder, which is able to generate the embryonic tissues. How pluripotency progression and morphogenesis are linked and whether intermediate pluripotent states exist remain controversial. We identify here a rosette pluripotent state defined by the co-expression of naive factors with the transcription factor OTX2. Downregulation of blastocyst WNT signals drives the transition into rosette pluripotency by inducing OTX2. The rosette then activates MEK signals that induce lumenogenesis and drive progression to primed pluripotency. Consequently, combined WNT and MEK inhibition supports rosette-like stem cells, a self-renewing naive-primed intermediate. Rosette-like stem cells erase constitutive heterochromatin marks and display a primed chromatin landscape, with bivalently marked primed pluripotency genes. Nonetheless, WNT induces reversion to naive pluripotency. The rosette is therefore a reversible pluripotent intermediate whereby control over both pluripotency progression and morphogenesis pivots from WNT to MEK signals."	0
"32636303"	"Interleukin-6-mediated epigenetic control of the VEGFR2 gene induces disorganized angiogenesis in human breast tumors.Disorganized vessels in the tumor vasculature lead to impaired perfusion, resulting in reduced accessibility to immune cells and chemotherapeutic drugs. In the breast tumor-stroma interplay, paracrine factors such as interleukin-6 (IL-6) often facilitate disordered angiogenesis. We show here that epigenetic mechanisms regulate the crosstalk between IL-6 and vascular endothelial growth factor receptor 2 (VEGFR2) signaling pathways in myoepithelial (CD10<sup>+</sup>) and endothelial (CD31<sup>+</sup>, CD105<sup>+</sup>, CD146<sup>+</sup>, and CD133<sup>-</sup>) cells isolated from malignant and nonmalignant tissues of clinically characterized human breast tumors. Tumor endothelial (Endo-T) cells in 3D cultures exhibited higher VEGFR2 expression levels, accelerated migration, invasion, and disorganized sprout formation in response to elevated IL-6 levels secreted by tumor myoepithelial (Epi-T) cells. Constitutively, compared with normal endothelial (Endo-N) cells, Endo-T cells differentially expressed DNA methyltransferase isoforms and had increased levels of IL-6 signaling intermediates such as IL-6R and signal transducer and activator of transcription 3 (STAT3). Upon IL-6 treatment, Endo-N and Endo-T cells displayed altered expression of the DNA methyltransferase 1 (DNMT1) isoform. Mechanistic studies revealed that IL-6 induced proteasomal degradation of DNMT1, but not of DNMT3A and DNMT3B and subsequently led to promoter hypomethylation and expression/activation of <i>VEGFR2.</i> IL-6-induced VEGFR2 up-regulation was inhibited by overexpression of DNMT1. Transfection of a dominant-negative STAT3 mutant, but not of STAT1, abrogated VEGFR2 expression. Our results indicate that in the breast tumor microenvironment, IL-6 secreted from myoepithelial cells influences DNMT1 stability, induces the expression of VEGFR2 in endothelial cells via a promoter methylation-dependent mechanism, and leads to disordered angiogenesis."	1
"32268090"	"TBK1 and IKKε Act Redundantly to Mediate STING-Induced NF-κB Responses in Myeloid Cells.Stimulator of Interferon Genes (STING) is a critical component of host innate immune defense but can contribute to chronic autoimmune or autoinflammatory disease. Once activated, the cyclic guanosine monophosphate (GMP)-adenosine monophosphate (AMP) (cGAMP) synthase (cGAS)-STING pathway induces both type I interferon (IFN) expression and nuclear factor-κB (NF-κB)-mediated cytokine production. Currently, these two signaling arms are thought to be mediated by a single upstream kinase, TANK-binding kinase 1 (TBK1). Here, using genetic and pharmacological approaches, we show that TBK1 alone is dispensable for STING-induced NF-κB responses in human and mouse immune cells, as well as in vivo. We further demonstrate that TBK1 acts redundantly with IκB kinase ε (IKKε) to drive NF-κB upon STING activation. Interestingly, we show that activation of IFN regulatory factor 3 (IRF3) is highly dependent on TBK1 kinase activity, whereas NF-κB is significantly less sensitive to TBK1/IKKε kinase inhibition. Our work redefines signaling events downstream of cGAS-STING. Our findings further suggest that cGAS-STING will need to be targeted directly to effectively ameliorate the inflammation underpinning disorders associated with STING hyperactivity."	1
"32101747"	"Class IIa Histone Deacetylases Drive Toll-like Receptor-Inducible Glycolysis and Macrophage Inflammatory Responses via Pyruvate Kinase M2.Histone deacetylases (HDACs) drive innate immune cell-mediated inflammation. Here we identify class IIa HDACs as key molecular links between Toll-like receptor (TLR)-inducible aerobic glycolysis and macrophage inflammatory responses. A proteomic screen identified the glycolytic enzyme pyruvate kinase M isoform 2 (Pkm2) as a partner of proinflammatory Hdac7 in murine macrophages. Myeloid-specific Hdac7 overexpression in transgenic mice amplifies lipopolysaccharide (LPS)-inducible lactate and promotes a glycolysis-associated inflammatory signature. Conversely, pharmacological or genetic targeting of Hdac7 and other class IIa HDACs attenuates LPS-inducible glycolysis and accompanying inflammatory responses in macrophages. We show that an Hdac7-Pkm2 complex acts as an immunometabolism signaling hub, whereby Pkm2 deacetylation at lysine 433 licenses its proinflammatory functions. Disrupting this complex suppresses inflammatory responses in vitro and in vivo. Class IIa HDACs are thus pivotal intermediates connecting TLR-inducible glycolysis to inflammation via Pkm2."	1
